roll|name|faction_id|faction_name|legend|type|description|id|
5|MENTAL FORTITUDE|AM|Astra Militarum|Drawing on boundless reserves of inner strength, the psyker shields his allies’ minds from mortal fears and the threat of sorcerous assault.|Psykana Discipline|Mental Fortitude has a warp charge value of 4. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a friendly ASTRA MILITARUM unit within 12" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, that unit automatically passes <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale tests</a>.|000002384006|
6|PSYCHIC MAELSTROM|AM|Astra Militarum|The psyker unleashes the full might of his mind, summoning a roiling psychic tempest that envelops his enemy, lifting them from the ground and wrenching them about like a rag doll.|Psykana Discipline|Psychic Maelstrom has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. Roll a D6. On a 2+, that unit suffers a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. Unless this mortal wound is negated, you can then roll another dice. On a 3+ that enemy unit suffers another mortal wound. Continue this process, adding 1 to the dice roll required each time (so the next roll would need 4+, then 5+, etc.) until you fail to cause a mortal wound, or the enemy unit is destroyed.|000002384007|
1|TWILIGHT PATHWAYS|AE|Aeldari|Eerie half-lit tunnels blink into existence, opening new paths of manoeuvre and attack.|Psychic Disciplines|<b>Blessing:</b> <i>Twilight Pathways</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip01873" data-tooltip-content="#tooltip_content01873" data-tooltip-anchor="#tooltip_content01873"><span class="kwb2">&lt;<span class="kwb3">S</span>AEDATH&gt;</span> <span class="kwb">CORE</span></span> or <span class="tooltip01874" data-tooltip-content="#tooltip_content01874" data-tooltip-anchor="#tooltip_content01874"><span class="kwb2">&lt;<span class="kwb3">S</span>AEDATH&gt;</span> <span class="kwb">CHARACTER</span></span> unit within 6" of this <span class="kwb">PSYKER</span>. That unit can immediately make a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">normal Move</a>, <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> or <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fall Back</a> as if it were your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. If it does so, that unit is not eligible to <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declare a charge</a> this turn.|000006717002|
2|FOG OF DREAMS|AE|Aeldari|The Shadowseer sends forth their consciousness like a creeping mist, baffling the senses of the enemy.|Psychic Disciplines|<b>Blessing:</b> <i>Fog of Dreams</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip01873" data-tooltip-content="#tooltip_content01873" data-tooltip-anchor="#tooltip_content01873"><span class="kwb2">&lt;<span class="kwb3">S</span>AEDATH&gt;</span> <span class="kwb">CORE</span></span> or <span class="tooltip01874" data-tooltip-content="#tooltip_content01874" data-tooltip-anchor="#tooltip_content01874"><span class="kwb2">&lt;<span class="kwb3">S</span>AEDATH&gt;</span> <span class="kwb">CHARACTER</span></span> unit within 12" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, that unit can only be selected as the target of a ranged attack if it is the closest eligible target for that attack or is within 12" of the shooting model.|000006717003|
3|MIRROR OF MINDS|AE|Aeldari|A maddening clash of wills consumes the victim's mind as reality falls away.|Psychic Disciplines|<b>Witchfire:</b> <i>Mirror of Minds</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span>. That enemy unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>, then <a href="/wh40k9ed/the-rules/core-rules/#Roll-offs">roll off</a> with your opponent. If you win or draw that roll off, that enemy unit suffers 1 mortal wound. Repeat this roll off process until either that enemy unit has suffered 6 mortal wounds, that enemy unit is destroyed, or your opponent wins the roll off.|000006717004|
4|VEIL OF TEARS|AE|Aeldari|Sketching a gesture in the air, the Shadowseer snatches the image of the Harlequins from the minds of their foes, hiding them from sight.|Psychic Disciplines|<b>Malediction:</b> <i>Veil of Tears</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, models in that enemy unit cannot target <span class="tooltip01875" data-tooltip-content="#tooltip_content01875" data-tooltip-anchor="#tooltip_content01875"><span class="kwb2">&lt;<span class="kwb3">S</span>AEDATH&gt;</span></span> units from your army that are more than 18" away with ranged attacks.|000006717005|
5|SHARDS OF LIGHT|AE|Aeldari|Blades of polychrome energy dazzle the foe, inflicting horrific and disorientating psychosomatic wounds.|Psychic Disciplines|<b>Witchfire:</b> <i>Shards of Light</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span>.<br><ul><li>That enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. If it is a <span class="kwb">VEHICLE</span> or <span class="kwb">MONSTER</span> unit, or a unit that contains 6 or more models, it suffers D3 mortal wounds instead.</li><li>Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, subtract 2 from the Leadership characteristic of models in that enemy unit.</li></ul>|000006717006|
6|WEBWAY DANCE (AURA)|AE|Aeldari|The veils between realspace and the webway grow thin, allowing the Harlequins to jink away from danger with quicksilver speed, only to reappear unharmed moments later.|Psychic Disciplines|<b>Blessing:</b> <i>Webway Dance</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, this <span class="kwb">PSYKER</span> gains the following ability:<br><br><span class="redfont">Webway Dance (Aura)</span><b>:</b> While a friendly <span class="tooltip01875" data-tooltip-content="#tooltip_content01875" data-tooltip-anchor="#tooltip_content01875"><span class="kwb2">&lt;<span class="kwb3">S</span>AEDATH&gt;</span></span> unit is within 6" of this <span class="kwb">PSYKER</span>, each time a model in that unit would lose a wound, roll one D6: on a 6, that wound is not lost.|000006717007|
1|ASTRAL AIM|GK|Grey Knights|The psyker reaches out to the minds of his fellow battle-brothers, mystically guiding their aim to the chosen target.|Sanctic Discipline|<b>Blessing:</b> <i>Astral Aim</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>Each time this <span class="kwb">PSYKER</span>’s unit is selected to shoot, you can re-roll one <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> when resolving that unit’s attacks.</li><li>Each time a model in this <span class="kwb">PSYKER</span>’s unit makes a ranged attack, the target does not receive the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefits of cover</a> against that attack.</li></ul>|000002272002|
2|PURGE SOUL|GK|Grey Knights|The psyker draws upon every ounce of willpower he possesses to purge the evil from his foes’ souls, scouring every trace of corruption.|Sanctic Discipline|<b>Witchfire:</b> <i>Purge Soul</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 12" of and visible to this <span class="kwb">PSYKER</span> that has not already been selected for this power this phase, Then, roll one D6 and add this <span class="kwb">PSYKER</span>’s Leadership characteristic to the result. Your opponent then rolls one D6 and adds that unit’s Leadership characteristic to the result.<br><ul><li>If your total is higher than your opponent’s, the selected unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.</li><li>If your total is equal to your opponent’s, the selected unit suffers 1 mortal wound.</li><li>If your total is less than your opponent’s, nothing happens.</li></ul>|000002272003|
3|HAMMERHAND|GK|Grey Knights|Focusing the raging power of his mind, the psyker augments the strength of his comrades to the point where they can crush flesh and bone with a single blow.|Sanctic Discipline|<b>Blessing:</b> <i>Hammerhand</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in this <span class="kwb">PSYKER</span>’s unit makes a melee attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000002272004|
4|PURIFYING FLAME|GK|Grey Knights|The pellucid fire of the psyker’s soul is released in a wave of empyric flame, burning the essences of the unworthy.|Sanctic Discipline|<b>Witchfire:</b> <i>Purifying Flame</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, the closest enemy unit within 9" of and visible to this <span class="kwb">PSYKER</span> suffers 3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. If the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> was 11+, that unit suffers D3+3 mortal wounds instead.|000002272005|
5|ARMOURED RESILIENCE|GK|Grey Knights|The psyker channels the primordial energies of the empyrean through himself, infusing the armour of his allies with its power, hardening the ceramite beyond what could be achieved by Human artifice.|Sanctic Discipline|<b>Blessing:</b> <i>Armoured Resilience</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 1 to armour <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throws</a> made for models in this <span class="kwb">PSYKER</span>’s unit.|000002272006|
6|ETHEREAL CASTIGATION|GK|Grey Knights|Hardening his soul, the psyker directs his brothers’ lethal fire before spiriting them away so quickly that any witnessing the ruin of their weapons' blessed verdict would swear it came from thin air.|Sanctic Discipline|<b>Blessing:</b> <i>Ethereal Castigation</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, this <span class="kwb">PSYKER</span>’s unit can shoot as if were your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, and then it can make a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a> as if it were your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. After making this move and/or resolving these shooting attacks, until the end of the turn, this <span class="kwb">PSYKER</span>’s unit cannot make a Normal Move, <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a>, charge, or shoot.|000002272007|
1|’EADBANGER|ORK|Orks|A bolt of raw power erupts from the Weirdboy’s sloping forehead and rockets across the battlefield, causing the head of the first unfortunate victim caught in its path to explode in a shower of brains and gore.|Power of the Waaagh! Discipline|<b>Witchfire:</b> <i>’Eadbanger</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span> and roll one D6; if the result is higher than the selected unit’s Toughness characteristic, that unit suffers D6 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. No more than one model can be destroyed as a result of these mortal wounds (any excess damage is lost).|000002975002|
2|WARPATH|ORK|Orks|The Weirdboy disperses the Waaagh! energy coursing through his frame into the Ork warriors around him, stoking their already bellicose nature to a roaring fever pitch.|Power of the Waaagh! Discipline|<b>Blessing:</b> <i>Warpath</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip01089" data-tooltip-content="#tooltip_content01089" data-tooltip-anchor="#tooltip_content01089"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">CORE</span></span> or <span class="tooltip01090" data-tooltip-content="#tooltip_content01090" data-tooltip-anchor="#tooltip_content01090"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">CHARACTER</span></span> unit that is within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 1 to the Attacks characteristic of models in that unit.|000002975003|
3|DA JUMP|ORK|Orks|The Weirdboy closes his eyes tight and, in a storm of flashing green light, teleports a mass of confused greenskins to another part of the battlefield.|Power of the Waaagh! Discipline|<b>Blessing:</b> <i>Da Jump</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip01089" data-tooltip-content="#tooltip_content01089" data-tooltip-anchor="#tooltip_content01089"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">CORE</span></span> unit that is within 12" of this <span class="kwb">PSYKER</span>. Remove that unit from the battlefield and set them up anywhere on the battlefield more than 9" from any enemy models.|000002975004|
4|FISTS OF GORK|ORK|Orks|The Weirdboy channels Waaagh! energy into his own fists or those of a nearby Ork, providing strength enough to punch through tank hulls.|Power of the Waaagh! Discipline|<b>Blessing:</b> <i>Fists of Gork</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip01087" data-tooltip-content="#tooltip_content01087" data-tooltip-anchor="#tooltip_content01087"><span class="kwb">ORKS</span> <span class="kwb">CHARACTER</span></span> model that is within 12" of this <span class="kwb">PSYKER</span> and visible to them. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 2 to that model’s Strength and Attacks characteristics. If the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> was 11 or more, add 3 to that model’s Strength and Attacks characteristics instead.|000002975005|
5|DA KRUNCH|ORK|Orks|Green energies erupt from the Weirdboy’s eyes and coalesce in a roiling cloud above the enemy. That cloud then solidifies into the vast green foot of Gork (or Mork) himself, which commences to repeatedly stamp down on the foe.|Power of the Waaagh! Discipline|<b>Witchfire:</b> <i>Da Krunch</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit that is within 18" of this <span class="kwb">PSYKER</span>. Roll one D6 for each model in that unit; for each roll of 6, that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. If the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> was 9 or more, add 1 to rolls when resolving this psychic power.|000002975006|
6|JABBIN’ FINGERZ|ORK|Orks|The Weirdboy focuses his attention on a nearby enemy before jabbing his fingers into his own eyes. The unfortunate foe experiences an agonising pain before finding themselves temporarily blinded.|Power of the Waaagh! Discipline|<b>Malediction:</b> <i>Jabbin’ Fingerz</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit that is within 18" of this <span class="kwb">PSYKER</span> and visible to them. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes an attack, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000002975007|
1|CATALYST|TYR|Tyranids|Through its synaptic conduits, the Hive Mind reaches out to infuse the organisms under its control, invigorating their metabolisms with such unnatural vitality that they can ignore the most grievous of wounds.|Hive Mind Discipline|<b>Blessing:</b> <i>Catalyst</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip00803" data-tooltip-content="#tooltip_content00803" data-tooltip-anchor="#tooltip_content00803"><span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span></span> unit within <a href="/wh40k9ed/factions/tyranids/#Synaptic-Link-Range">Synaptic Link range</a> of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>Each time a model in that unit (excluding <span class="kwb">TITANIC</span> models) would lose a wound, roll one D6: on a 5+, that wound is not lost.</li><li>Each time a <span class="tooltip01799" data-tooltip-content="#tooltip_content01799" data-tooltip-anchor="#tooltip_content01799"><span class="kwb">TITANIC</span></span> model in that unit would lose a wound, roll one D6: on a 6, that wound is not lost.</li></ul>|000002449002|
2|THE HORROR|TYR|Tyranids|The terrifying psychic presence of the Hive Mind radiates from the synapse creature, flooding the minds of the Tyranids’ enemies and causing them to quail and panic.|Hive Mind Discipline|<b>Malediction:</b> <i>The Horror</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within <a href="/wh40k9ed/factions/tyranids/#Synaptic-Link-Range">Synaptic Link range</a> of this <span class="kwb">PSYKER</span> or one enemy unit within 24" of this Psyker. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>Subtract 2 from the Leadership characteristic of models in that unit.</li><li>Subtract 1 from <a href="/wh40k9ed/the-rules/core-rules/#Combat-Attrition-Tests">Combat Attrition tests</a> taken for that unit.</li></ul>|000002449003|
3|NEUROPARASITE|TYR|Tyranids|Channelling psionic energies into the mind of the prey organism, the synapse creature triggers encephalitic mutation. Raw grey matter gains rudimentary synaptic sentience and sprouts microscopic chitinous talons and fangs before attempting to chew its way out of its cranial prison.|Hive Mind Discipline|<b>Witchfire:</b> <i>Neuroparasite</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within <a href="/wh40k9ed/factions/tyranids/#Synaptic-Link-Range">Synaptic Link range</a> of this <span class="kwb">PSYKER</span> or one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Roll one D6 for each model in that unit: for each roll that exceeds that model’s Toughness characteristic, that model’s unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> (to a maximum of 6 mortal wounds).|000002449004|
4|ONSLAUGHT|TYR|Tyranids|The synapse creature reaches out with its mind and seizes control of the lesser creatures’ weapon symbiotes, guiding their fire whilst simultaneously driving the swarms toward the enemy at a breakneck pace.|Hive Mind Discipline|<b>Blessing:</b> <i>Onslaught</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip00803" data-tooltip-content="#tooltip_content00803" data-tooltip-anchor="#tooltip_content00803"><span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span></span> unit within <a href="/wh40k9ed/factions/tyranids/#Synaptic-Link-Range">Synaptic Link range</a> of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>Models in that unit do not suffer the penalty to <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> incurred for firing <a href="/wh40k9ed/the-rules/core-rules/#ASSAULT">Assault weapons</a> in the same turn that their unit has <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advanced</a>.</li><li>Models in that unit do not suffer the penalty to hit rolls incurred for firing <a href="/wh40k9ed/the-rules/core-rules/#HEAVY">Heavy weapons</a> in the same turn that their unit has moved.</li><li>That unit is eligible to <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declare a charge</a> in a turn in which it Advanced.</li></ul>|000002449005|
5|PAROXYSM|TYR|Tyranids|The Hive Mind debilitates its enemies by triggering every nerve and pain receptor in their bodies, overwhelming their senses with wracking fits of agony.|Hive Mind Discipline|<b>Malediction:</b> <i>Paroxysm</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within <a href="/wh40k9ed/factions/tyranids/#Synaptic-Link-Range">Synaptic Link range</a> of this <span class="kwb">PSYKER</span> or one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>That unit cannot fire <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> or <a href="/wh40k9ed/the-rules/core-rules/#Defensible">Set to Defend</a>.</li><li>Each time a model in that unit makes a melee attack, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.</li></ul>|000002449006|
6|PSYCHIC SCREAM|TYR|Tyranids|Through its vassal, the Hive Mind unleashes a piercing shriek of undiluted psychic energy that shreds the minds of those caught in its shock wave.|Hive Mind Discipline|<b>Witchfire:</b> <i>Psychic Scream</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select the closest enemy unit within 18" of this <span class="kwb">PSYKER</span>. That unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. If that unit has the <span class="kwb">PSYKER</span> keyword and the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> is higher than the Leadership characteristic of that unit, randomly select one psychic power that unit knows. Until the end of the battle, that unit no longer knows that psychic power.|000002449007|
1|BOON OF CHANGE|CD|Chaos Daemons|As the Daemon chants, its minions begin to twist and new forms take shape as the will of Tzeentch demands.|Psychic Powers|Boon of Change has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a friendly <span class="tooltip00887" data-tooltip-content="#tooltip_content00887" data-tooltip-anchor="#tooltip_content00887"><span class="kwb">TZEENTCH</span> <span class="kwb">DAEMON</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> and roll a D3. Consult the table below to discover what characteristic bonus all models in that unit receive until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>.<br><div class="BreakInsideAvoid"  style="""><table border="0" bordercolor="#888" cellpadding="4" cellspacing="0" style="border-collapse:collapse;border-width:0px"><tbody><tr><td><table class=" customTable" border="1" bordercolor="#888" cellpadding="4" style="border-collapse:collapse;border-color:#888888;border-width:0px"><tbody><tr><td style="border-width:0 0 0 0;text-align:center;vertical-align:middle;width:60px;height:0px;"><b>D3</b></td><td style="border-width:0 0 0 0;vertical-align:middle;width:260px;height:0px;"><b>Effect</b></td></tr><tr><td style="border-width:0 0 0 0;text-align:center;vertical-align:middle;width:60px;height:0px;"><b>1</b></td><td style="border-width:0 0 0 0;vertical-align:middle;width:260px;height:0px;"><b>Extra Limb:</b> +1 Attack</td></tr><tr><td style="border-width:0 0 0 0;text-align:center;vertical-align:middle;width:60px;height:0px;"><b>2</b></td><td style="border-width:0 0 0 0;vertical-align:middle;width:260px;height:0px;"><b>Mystic Strength:</b> +1 Strength</td></tr><tr><td style="border-width:0 0 0 0;text-align:center;vertical-align:middle;width:60px;height:0px;"><b>3</b></td><td style="border-width:0 0 0 0;vertical-align:middle;width:260px;height:0px;"><b>Iron Skin:</b> +1 Toughness</td></tr></tbody></table></td></tr></tbody></table></div>|000002582002|
2|BOLT OF CHANGE|CD|Chaos Daemons|The Daemon unleashes a bolt of roiling warp energy that wracks the foe with sickening and uncontrollable mutations.|Psychic Powers|Bolt of Change has a warp charge value of 8. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit that is within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> and visible to it. That unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. If a CHARACTER is slain by this power, you can add a <a href="/wh40k9ed/factions/chaos-daemons/#Chaos-Spawn">Chaos Spawn</a> to your army within 6” of the character and not within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy models before they are removed as a casualty.|000002582003|
3|GAZE OF FATE|CD|Chaos Daemons|The Daemon uses its powers of precognition to unravel the strands of destiny, and in doing so discovers the one true path to victory.|Psychic Powers|Gaze of Fate has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, you can re-roll a single dice roll later during your turn.|000002582004|
