datasheet_id|line|name|M|WS|BS|S|T|W|A|Ld|Sv|Cost|cost_description|models_per_unit|cost_including_wargear|base_size|base_size_descr|
000000719|1|Tempestus Scion|6"|4+|3+|3|3|1|1|6|4+|||4|false|25mm||
000000720|1|Tempestus Scion|6"|4+|3+|3|3|1|1|6|4+|9||4-9|false|25mm||
000000720|2|Tempestor|6"|3+|3+|3|3|1|2|7|4+|9||1|false|25mm||
000000721|1|Taurox Prime|14"|6+|3+|6|6|10|3|7|3+|115||1|false|Use model||
000000722|1|Ogryn|6"|3+|4+|5|5|3|3|7|5+|25||2-8|false|40mm||
000000722|2|Ogryn Bone ’ead|6"|3+|4+|5|5|3|4|8|5+|25||1|false|40mm||
000000723|1|Bullgryn|6"|3+|4+|5|5|3|3|7|4+|30||2-8|false|40mm||
000000723|2|Bullgryn Bone ’ead|6"|3+|4+|5|5|3|4|8|4+|30||1|false|40mm||
000000724|1|Ratling|5"|5+|3+|2|2|1|1|5|6+|10||5-10|false|25mm||
000000725|1|Nork Deddog|6"|3+|4+|5|5|6|4|8|4+|60||1|false|40mm||
000000726|1|Officer of the Fleet|6"|4+|3+|3|3|3|2|6|5+|25||1|false|25mm||
000000727|1|Valkyrie|20-45"|6+|4+|7|7|14|3|7|3+|120||1-3|false|120 x 92mm flying base||
000000728|1|Atlas Recovery Tank|12"|6+|4+|7|7|11|3|7|3+|80||1|false|Use model||
000000729|1|Salamander Command Vehicle|12"|6+|3+|6|7|10|3|8|3+|100||1|false|Use model||
000000730|1|Hades Breaching Drill|6"|4+|4+|6|7|7|D3+3|7|3+|80||1|false|Use model||
000000731|1|Centaur Light Carrier|12"|6+|4+|5|6|7|2|7|3+|50||1|false|Use model||
000000733|1|Trojan Support Vehicle|12"|6+|4+|6|7|10|3|7|3+|85||1|false|Use model||
000000735|1|Salamander Scout Tank|12"|6+|4+|6|7|10|3|7|3+|75||1-3|false|Use model||
000000736|1|Tauros Assault Vehicle|15"|4+|4+|4|5|6|2|7|4+|50||1-3|false|Use model||
000000737|1|Tauros Venator|15"|4+|4+|4|5|6|2|7|4+|50||1-3|false|Use model||
000000738|1|Armageddon-pattern Basilisk|12"|6+|4+|6|7|11|3|7|3+|130||1-3|false|Use model||
000000739|1|Armageddon-pattern Medusa|12"|6+|4+|6|7|11|3|7|3+|140||1-3|false|Use model||
000000740|1|Colossus Bombard|8"|6+|4+|7|8|12|3|7|3+|150||1-3|false|Use model||
000000741|1|Cyclops Demolition Vehicle|10"|6+|4+|4|6|4|1|10|3+|50||1|false|Use model||
000000742|1|Earthshaker Carriage|-|-|4+|4|7|7|-|7|4+|125||1-3|false|Use model||
000000743|1|Earthshaker Carriage|-|4+|4+|3|6|7|5|7|4+|120||1-3|false|Use model||
000000744|1|Griffon Mortar Carrier|8"|6+|4+|7|7|11|3|7|3+|85||1-3|false|Use model||
000000745|1|Heavy Mortar|-|4+|4+|3|6|7|3|7|4+|70||1-3|false|Use model||
000000746|1|Heavy Quad Launcher|-|4+|4+|3|6|6|3|7|4+|90||1-3|false|Use model||
000000747|1|Hydra Platform|-|-|4+|4|7|7|-|7|4+|80||1-3|false|Use model||
000000751|1|Malcador Annihilator|10"|6+|4+|7|8|18|3|7|3+|230||1|false|Use model||
000000752|1|Malcador Defender|10"|6+|4+|7|8|18|3|7|3+|260||1|false|Use model||
000000753|1|Malcador|10"|6+|4+|7|8|18|3|7|3+|210||1|false|Use model||
000000754|1|Malcador Infernus|10"|6+|4+|7|8|18|3|7|3+|250||1|false|Use model||
000000755|1|Manticore Platform|-|-|4+|4|7|7|-|7|4+|120||1-3|false|Use model||
000000756|1|Medusa Carriage|-|4+|4+|3|6|7|5|7|4+|120||1-3|false|Use model||
000000757|1|Rapier Laser Destroyer|4"|4+|4+|3|5|4|2|7|3+|85||1-3|false|Use model||
000000758|1|Sabre Gun Platform|-|-|4+|4|4|4|-|7|4+|30||1-3|false|Use model||
000000759|1|Sentinel Powerlifter|9"|4+|4+|5|5|6|1|7|4+|50||1-3|false|Use model||
000000760|1|Stygies Destroyer Tank Hunter|10"|6+|4+|7|8|10|3|7|3+|155||1-3|false|Use model||
000000761|1|Thunderer|10"|6+|4+|7|8|12|3|7|3+|120||1-3|false|Use model||
000000762|1|Tarantula Sentry Gun|-|-|4+|4|5|4|-|7|3+|40||1-3|false|Use model||
000000763|1|Stormblade|10"|6+|4+|7|8|26|6|8|2+|360||1|false|Use model||
000000764|1|Arkurian Stormhammer|10"|5+|4+|9|8|26|9|8|2+|440||1|false|Use model||
000000766|1|Crassus|10"|6+|4+|7|8|20|6|8|2+|240||1|false|Use model||
000000767|1|Dominus Armoured Siege Bombard|10"|5+|4+|8|8|20|3|8|2+|500||1|false|Use model||
000000768|1|Gorgon Heavy Transport|10"|5+|4+|9|8|22|5|8|2+|320||1|false|Use model||
000000769|1|Macharius|10"|6+|4+|7|8|22|6|8|2+|310||1|false|Use model||
000000770|1|Macharius Omega|10"|5+|4+|8|8|22|3|8|2+|340||1|false|Use model||
000000771|1|Macharius Vanquisher|10"|6+|4+|7|8|22|6|8|2+|310||1|false|Use model||
000000772|1|Macharius Vulcan|10"|6+|4+|7|8|22|6|8|2+|340||1|false|Use model||
000000773|1|Marauder Bomber|20-45"|6+|4+|7|7|20|3|8|2+|320||1|false|Use model||
000000774|1|Marauder Destroyer|20-45"|6+|4+|7|7|20|3|8|2+|350||1|false|Use model||
000000775|1|Minotaur|10"|6+|4+|7|8|22|6|8|2+|300||1|false|Use model||
000000776|1|Praetor|10"|6+|4+|7|8|20|6|8|2+|400||1|false|Use model||
000000777|1|Valdor Tank Hunter|10"|6+|4+|7|8|20|6|8|2+|335||1|false|Use model||
000000778|1|Aquila Lander|20-45"|6+|4+|6|7|12|3|7|3+|95||1|false|120 x 92mm flying base||
000000779|1|Arvus Lighter|20-30"|6+|4+|5|6|8|1|7|3+|85||1|false|120 x 92mm flying base||
000000780|1|Avenger Strike Fighter|20-45"|6+|4+|6|6|14|3|7|3+|165||1|false|120 x 92mm flying base||
000000781|1|Voss-pattern Lightning|20-45"|6+|4+|6|6|14|3|7|3+|130||1|false|120 x 92mm flying base||
000000782|1|Thunderbolt|20-45"|6+|4+|6|7|15|3|7|3+|210||1|false|120 x 92mm flying base||
000000783|1|Vendetta Gunship|20-45"|6+|4+|6|7|14|3|7|3+|210||1|false|120 x 92mm flying base||
000000784|1|Vulture Gunship|20-45"|6+|4+|6|7|14|3|7|3+|180||1|false|120 x 92mm flying base||
000000785|1|Gate Section|-|-|-|10|10|8|-|10|2+|80|Extra gate section|1|false|Use model||
000000785|2|Gate Tower Section|-|-|4+|10|10|16|-|10|2+|160|Extra gate tower section|2|false|Use model||
000000785|3|Tower Section|-|-|4+|10|10|12|-|10|2+|120|Extra tower section|2|false|Use model||
000000785|4|Wall Section|-|-|-|10|10|12|-|10|2+|120|Extra wall section|2|false|Use model||
000000786|1|Primaris Redoubt|-|-|4+|8|8|20|-|10|3+|750||1|false|Use model||
000000838|1|Belisarius Cawl|6"|2+|2+|5|6|8|4|9|2+|180||1|false|105 x 70mm||
000000839|1|Tech-Priest Dominus|6"|3+|2+|4|4|5|3|8|2+|75||1|false|50mm||
000000840|1|Tech-Priest Enginseer|6"|4+|3+|4|4|4|2|8|3+|55||1|false|32mm||
000000841|1|Kataphron Breacher|6"|4+|4+|5|5|3|3|7|2+|35||3-6|false|60mm||
000000842|1|Kataphron Destroyer|6"|4+|4+|5|5|3|3|7|3+|40||3-6|false|60mm||
000000843|1|Fulgurite Electro-Priest|6"|3+|4+|3|3|1|2|8|6+|14||5-20|false|32mm||
000000844|1|Corpuscarii Electro-Priest|6"|4+|3+|3|3|1|2|8|6+|14||5-20|false|32mm||
000000845|1|Kastelan Robot|8"|4+|4+|6|7|7|3|10|3+|90||2-6|false|60mm||
000000846|1|Cybernetica Datasmith|6"|3+|3+|4|4|4|2|8|2+|40||1|false|32mm||
000000847|1|Servitor|5"|5+|5+|3|3|1|1|6|4+|||4|false|25mm||
000000848|1|Skitarii Ranger|6"|4+|3+|3|3|1|1|6|4+|9||4-19|false|25mm|60 x 35mm if equipped with transuranic arquebus|
000000848|2|Skitarii Ranger Alpha|6"|4+|3+|3|3|1|2|7|4+|9||1|false|25mm||
000000849|1|Skitarii Vanguard|6"|4+|3+|3|3|1|1|6|4+|9||4-19|false|25mm|60 x 35mm if equipped with transuranic arquebus|
000000849|2|Skitarii Vanguard Alpha|6"|4+|3+|3|3|1|2|7|4+|9||1|false|25mm||
000000850|1|Sicarian Infiltrator|8"|3+|3+|4|3|2|2|6|4+|19||4-9|false|40mm||
000000850|2|Sicarian Infiltrator Princeps|8"|3+|3+|4|3|2|3|7|4+|19||1|false|40mm||
000000851|1|Sicarian Ruststalker|8"|3+|3+|4|3|2|3|6|4+|18||4-9|false|40mm||
000000851|2|Sicarian Ruststalker Princeps|8"|3+|3+|4|3|2|4|7|4+|18||1|false|40mm||
000000852|1|Ironstrider Ballistarius|10"|3+|3+|5|6|6|2|8|3+|75||1-6|false|105 x 70mm||
000000853|1|Sydonian Dragoon|10"|3+|3+|5|6|6|4|8|3+|55||1-6|false|105 x 70mm||
000000854|1|Onager Dunecrawler|8"|5+|3+|6|7|11|3|8|3+|115||1|false|130mm||
000000855|1|Knight Paladin|10"|3+|3+|8|8|24|4|9|3+|425||1|false|170 x 109mm||
000000856|1|Knight Errant|10"|3+|3+|8|8|24|4|9|3+|425||1|false|170 x 109mm||
000000857|1|Knight Warden|10"|3+|3+|8|8|24|4|9|3+|435||1|false|170 x 109mm||
000000858|1|Knight Gallant|12"|2+|3+|8|8|24|5|9|3+|400||1|false|170 x 109mm||
000000859|1|Knight Crusader|10"|3+|3+|8|8|24|4|9|3+|485||1|false|170 x 109mm||
000000860|1|Acastus Knight Porphyrion|8"|4+|3+|8|8|30|3|9|3+|780||1|false|Use model||
000000861|1|Cerastus Knight Acheron|12"|3+|3+|8|8|26|4|9|3+|480||1|false|170 x 109mm||
000000862|1|Cerastus Knight Atrapos|12"|3+|3+|8|8|26|4|9|3+|520||1|false|170 x 109mm||
000000863|1|Cerastus Knight Castigator|12"|3+|3+|8|8|26|4|9|3+|460||1|false|170 x 109mm||
000000864|1|Cerastus Knight Lancer|14"|3+|3+|8|8|26|5|9|3+|440||1|false|170 x 109mm||
000000865|1|Questoris Knight Magaera|12"|3+|3+|8|8|24|4|9|3+|500||1|false|170 x 109mm||
000000866|1|Questoris Knight Styrix|12"|3+|3+|8|8|24|4|9|3+|475||1|false|170 x 109mm||
000000867|1|Warhound Titan|20"|4+|3+|8|8|50|4|10|2+|2000||1|false|Use model||
000000868|1|Reaver Titan|18"|4+|3+|8|8|70|4|10|2+|3000||1|false|Use model||
000000869|1|Warlord Titan|12"|4+|3+|9|9|120|4|10|2+|5500||1|false|Use model||
000000870|1|Vindicare Assassin|7"|2+|2+|4|4|5|5|9|6+|100||1|true|32mm||
000000871|1|Callidus Assassin|7"|2+|2+|4|4|5|5|9|6+|100||1|true|32mm||
000000872|1|Eversor Assassin|7"|2+|2+|4|4|6|6|9|6+|100||1|true|32mm||
000000873|1|Culexus Assassin|7"|2+|2+|4|4|5|4|9|6+|100||1|true|32mm||
000000874|1|Inquisitor Greyfax|6"|3+|3+|3|3|5|4|10|3+|90||1|false|32mm||
000000875|1|Inquisitor Karamazov|5"|3+|3+|5|5|8|4|10|4+|125||1|false|60mm||
000000876|1|Inquisitor Coteaz|6"|3+|3+|3|3|5|4|10|2+|95||1|false|25mm||
000000877|1|Inquisitor|6"|3+|3+|3|3|5|4|9|4+|60||1|false|25mm||
000000878|1|Ordo Malleus Inquisitor in Terminator Armour|6"|3+|3+|3|3|6|4|9|2+|95||1|false|40mm||
000000879|1|Acolyte|6"|4+|4+|3|3|1|2|7|5+|10||1-6|false|25mm||
000000880|1|Daemonhost|6"|4+|4+|4|4|4|3|7|7+|25||1|false|25mm||
000000881|1|Jokaero Weaponsmith|6"|6+|4+|2|3|3|2|7|7+|20||1|false|25mm||
000000882|1|Custodian Guard|6"|2+|2+|5|5|3|3|11|2+|45||3-10|false|40mm||
000000883|1|Venerable Contemptor Dreadnought|9"|2+|2+|7|7|9|5|11|2+|155||1|false|60mm||
000000884|1|Venerable Land Raider|10"|6+|2+|8|8|16|6|11|2+|265||1|false|Use model||
000000889|1|Primaris Psyker|6"|3+|3+|3|3|4|3|8|5+|50||1|false|25mm||
000000890|1|Wyrdvane Psyker|6"|5+|4+|3|3|1|1|7|6+|8||3-9|false|25mm||
000000891|1|Astropath|6"|5+|6+|3|3|3|1|6|6+|35||1|false|25mm||
000000892|1|Uriah Jacobus|6"|3+|3+|3|3|5|4|8|6+|50||1|true|32mm||
000000894|1|Crusader|6"|3+|4+|3|3|1|2|7|3+|11||2-6|false|25mm||
000000895|1|Death Cult Assassin|7"|2+|4+|4|3|1|4|7|5+|13||2-6|false|25mm||
000000896|1|Arco-flagellant|7"|4+|-|4|4|2|2|7|7+|13||3-10|false|25mm||
000000897|1|Penitent Engine|8"|4+|4+|5|5|5|4|8|4+|50||1-4|false|50mm||
000000898|1|Celestine|12"|2+|2+|3|3|6|6|9|2+|||1|true|40mm||
000000898|2|Geminae Superia|12"|3+|3+|3|3|2|3|8|2+|||2|true|32mm||
000000899|1|Canoness|6"|2+|2+|3|3|5|4|9|3+|50||1|false|32mm||
000000900|1|Imagifier|6"|3+|3+|3|3|4|3|8|3+|50||1|false|32mm||
000000901|1|Hospitaller|6"|4+|3+|3|3|4|3|8|3+|50||1|false|50mm||
000000902|1|Dialogus|6"|4+|3+|3|3|4|3|8|3+|50||1|false|32mm||
000000903|1|Battle Sister|6"|4+|3+|3|3|1|1|7|3+|11||4-19|false|32mm||
000000903|2|Sister Superior|6"|4+|3+|3|3|1|2|8|3+|11||1|false|32mm||
000000904|1|Seraphim|12"|3+|3+|3|3|1|2|8|3+|12||4-9|false|32mm||
000000904|2|Seraphim Superior|12"|3+|3+|3|3|1|3|9|3+|12||1|false|32mm||
000000905|1|Celestian|6"|3+|3+|3|3|1|2|8|3+|12||4-9|false|32mm||
000000905|2|Celestian Superior|6"|3+|3+|3|3|1|3|9|3+|12||1|false|32mm||
000000907|1|Sister Repentia|6"|3+|3+|3|3|1|2|8|7+|14||4-10|false|28mm||
000000908|1|Retributor|6"|4+|3+|3|3|1|1|7|3+|12||4-9|false|32mm||
000000908|2|Retributor Superior|6"|4+|3+|3|3|1|2|8|3+|12||1|false|32mm||
000000909|1|Dominion|6"|4+|3+|3|3|1|1|7|3+|14||4-9|false|32mm||
000000909|2|Dominion Superior|6"|4+|3+|3|3|1|2|8|3+|14||1|false|32mm||
000000910|1|Sororitas Rhino|12"|6+|3+|6|7|10|3|8|3+|80||1|false|Use model||
000000911|1|Immolator|12"|6+|3+|6|7|11|3|8|3+|100||1|false|Use model||
000000912|1|Exorcist|12"|6+|3+|6|7|11|3|8|3+|130||1|false|Use model||
000000913|1|Large Shield Section|-|-|-|-|-|-|-|-|-|||4|false|Use model||
000000913|2|Small Shield Section|-|-|-|-|-|-|-|-|-|||4|false|Use model||
000000913|3|Gun Emplacement|-|-|5+|3|7|3|-|4|4+|||0-1|false|Use model||
000000914|1|Bastion|-|-|4+|6|8|18|-|7|3+|180||1|false|Use model||
000000916|1|Imperial Bunker|-|-|5+|-|8|12|-|-|3+|90||1|false|Use model||
000000917|1|Vengeance Weapon Battery|-|-|5+|-|8|10|-|-|3+|110||1-2|false|Use model||
000000918|1|Firestorm Redoubt|-|-|5+|-|8|20|-|-|3+|210||1|false|Use model||
000000919|1|Plasma Obliterator|-|-|5+|-|9|20|-|-|3+|210||1|true|Use model||
000000920|1|Macro-cannon Aquila Strongpoint|-|-|5+|-|10|30|-|-|3+|440||1|false|Use model||
000000921|1|Vortex Missile Aquila Strongpoint|-|-|5+|-|10|30|-|-|3+|470||1|false|Use model||
000000922|1|Void Shield Generator|-|-|-|6|8|16|-|7|4+|200||1|true|Use model||
000000923|1|Skyshield Landing Pad|-|-|-|-|-|-|-|-|-|140||1|true|Use model||
000000924|1|Abaddon the Despoiler|6"|2+|2+|6|6|9|8|11|2+|300||1|false|60mm||
000000925|1|Huron Blackheart|6"|2+|2+|4|5|6|7|10|3+|140||1|false|25mm||
000000926|1|Cypher|6"|2+|2+|4|4|6|6|9|3+|90||1|false|32mm||
000000928|1|Fabius Bile|6"|2+|2+|5|4|6|6|10|3+|90||1|false|40mm||
000000928|2|Surgeon Acolyte|6"|5+|5+|3|4|1|1|6|6+|0||1|false|32mm||
000000929|1|Chaos Lord|6"|2+|2+|4|4|6|6|10|3+|90||1|false|40mm||
000000930|1|Chaos Lord in Terminator Armour|5"|2+|2+|4|4|7|6|10|2+|110||1|false|40mm||
000000931|1|Chaos Lord on Bike|14"|2+|2+|4|5|6|6|10|3+|113||1|false|75 x 25mm||
000000932|1|Chaos Lord on Juggernaut of Khorne|8"|2+|2+|4|5|7|6|10|3+|125||1|false|90 x 52mm||
000000933|1|Chaos Lord on Disc of Tzeentch|12"|2+|2+|4|4|6|6|10|3+|100||1|false|40mm||
000000934|1|Chaos Lord on Palanquin of Nurgle|5"|2+|2+|4|5|7|6|10|3+|99||1|false|120 x 92mm||
000000935|1|Chaos Lord on Steed of Slaanesh|12"|2+|2+|4|4|7|6|10|3+|94||1|false|||
000000936|1|Dark Apostle|6"|2+|3+|4|4|5|5|10|3+|||1|false|40mm||
000000936|2|Dark Disciple|6"|4+|4+|3|4|1|1|6|6+|||2|false|25mm||
000000937|1|Heretic Astartes Daemon Prince|8"|2+|2+|7|6|8|6|10|3+|120|This model must be upgraded to have a Mark of Chaos.|1|false|60mm||
000000938|1|Sorcerer|6"|3+|3+|4|4|5|5|9|3+|95||1|false|40mm||
000000939|1|Sorcerer in Terminator Armour|5"|3+|3+|4|4|6|5|9|2+|110||1|false|40mm||
000000940|1|Sorcerer on Bike|14"|3+|3+|4|5|6|5|9|3+|130||1|false|75 x 25mm||
000000941|1|Sorcerer on Disc of Tzeentch|12"|3+|3+|4|4|5|5|9|3+|125||1|false|40mm||
000000942|1|Sorcerer on Palanquin of Nurgle|5"|3+|3+|4|5|7|5|9|3+|123||1|false|120 x 92mm||
000000943|1|Sorcerer on Steed of Slaanesh|12"|3+|3+|4|4|6|5|9|3+|115||1|false|||
000000944|1|Warpsmith|6"|3+|2+|4|4|5|5|9|2+|80||1|false|60 x 35mm||
000000946|1|Chaos Cultist|6"|4+|4+|3|3|1|1|5|6+|5||9-19|false|25mm||
000000946|2|Cultist Champion|6"|4+|4+|3|3|1|2|6|6+|5||1|false|25mm||
000000947|1|Chaos Terminator|5"|3+|3+|4|4|3|3|9|2+|33||4-9|false|40mm||
000000947|2|Terminator Champion|5"|3+|3+|4|4|3|4|10|2+|33||1|false|40mm||
000000948|1|Khorne Berzerker|6"|3+|3+|5|4|2|5|8|3+|22||4-9|false|32mm||
000000948|2|Berzerker Champion|6"|3+|3+|5|4|2|6|9|3+|22||1|false|32mm||
000000951|1|Noise Marine|6"|3+|3+|4|4|2|3|8|3+|21||4-9|false|32mm||
000000951|2|Noise Champion|6"|3+|3+|4|4|2|4|9|3+|21||1|false|32mm||
000000952|1|Chosen|6"|3+|3+|4|4|3|3|9|3+|25||4-9|false|32mm||
000000952|2|Chosen Champion|6"|3+|3+|4|4|3|4|10|3+|25||1|false|32mm||
000000953|1|Possessed|9"|3+|3+|5|5|3|5|9|3+|28||4-9|false|32mm||
000000953|2|Possessed Champion|9"|3+|3+|5|5|3|6|9|3+|28||1|false|32mm||
000000954|1|Helbrute|6"|3+|3+|6|7|8|5|8|3+|105||1|false|60mm||
000000956|1|Chaos Rhino|12"|6+|3+|6|7|10|3|8|3+|80||1|false|Use model||
000000957|1|Chaos Biker|14"|3+|3+|4|5|3|3|8|3+|30||2-8|false|75 x 42mm||
000000957|2|Biker Champion|14"|3+|3+|4|5|3|4|9|3+|30||1|false|75 x 42mm||
000000958|1|Raptor|12"|3+|3+|4|4|2|3|8|3+|21||4-9|false|32mm||
000000958|2|Raptor Champion|12"|3+|3+|4|4|2|4|9|3+|21||1|false|32mm||
000000959|1|Warp Talon|12"|3+|3+|4|4|2|5|9|3+|28||4-9|false|32mm||
000000959|2|Warp Talon Champion|12"|3+|3+|4|4|2|6|9|3+|28||1|false|32mm||
000000960|1|Chaos Spawn|7"|4+|-|5|5|4|2D3|8|5+|25||1-5|false|50mm||
000000961|1|Heldrake|20-60"|3+|3+|7|7|12|5|8|3+|165||1|false|120 x 92mm flying base||
000000962|1|Chaos Land Raider|10"|6+|3+|8|9|16|6|9|2+|265||1|false|Use model||
000000963|1|Chaos Predator Destructor|12"|6+|3+|6|8|11|3|8|3+|140||1|false|Use model||
000000964|1|Chaos Vindicator|10"|6+|3+|6|8|12|3|8|3+|130||1|false|Use model||
000000965|1|Obliterator|5"|3+|3+|5|5|5|4|9|2+|90||1-3|false|50mm||
000000966|1|Havoc|6"|3+|3+|4|5|2|3|8|3+|||4|false|40mm||
000000966|2|Havoc Champion|6"|3+|3+|4|5|2|4|9|3+|||1|false|40mm||
000000967|1|Forgefiend|8"|3+|3+|6|7|12|5|8|3+|110||1|false|120 x 92mm||
000000968|1|Maulerfiend|10"|3+|3+|7|7|12|6|8|3+|140||1|false|120 x 92mm||
000000969|1|Defiler|8"|3+|3+|8|7|14|5|8|3+|165||1|false|Use model||
000000970|1|Khorne Lord of Skulls|10"|3+|3+|8|8|30|6|8|2+|575||1|false|Use model||
000001016|1|Sorcerer|6"|3+|3+|4|4|4|4|9|3+|90||1|false|40mm||
000001017|1|Sorcerer in Terminator Armour|5"|3+|3+|4|4|5|4|9|2+|105||1|false|40mm||
000001018|1|Sorcerer on Disc of Tzeentch|12"|3+|3+|4|4|4|3|9|3+|146||1|false|40mm||
000001019|1|Thousand Sons Cultist|6"|4+|4+|3|3|1|1|5|6+|5||9-29|false|25mm||
000001019|2|Thousand Sons Cultist Champion|6"|4+|4+|3|3|1|2|6|6+|5||1|false|25mm||
000001020|1|Rubric Marine|6"|3+|3+|4|4|2|2|7|3+|21||4-9|false|32mm||
000001020|2|Aspiring Sorcerer|6"|3+|3+|4|4|2|3|8|3+|21||1|false|32mm||
000001021|1|Helbrute|6"|3+|3+|6|7|8|5|8|3+|105||1|false|60mm||
000001022|1|Chaos Rhino|12"|6+|3+|6|7|10|3|8|3+|80||1|false|Use model||
000001023|1|Chaos Spawn|7"|4+|-|5|5|4|2D3|9|5+|23||1-5|false|50mm||
000001024|1|Heldrake|20-60"|3+|3+|7|7|12|5|8|3+|165||1|false|120 x 92mm flying base||
000001025|1|Chaos Land Raider|10"|6+|3+|8|8|16|6|9|2+|245||1|false|Use model||
000001026|1|Chaos Predator Destructor|12"|6+|3+|6|7|11|3|8|3+|130||1|false|Use model||
000001027|1|Chaos Vindicator|10"|6+|3+|6|8|11|3|8|3+|120||1|false|Use model||
000001028|1|Forgefiend|8"|3+|3+|7|7|12|5|8|3+|110||1|false|120 x 92mm||
000001029|1|Maulerfiend|10"|3+|3+|7|7|12|6|8|3+|140||1|false|120 x 92mm||
000001030|1|Defiler|8"|3+|3+|8|7|14|5|8|3+|165||1|false|Use model||
000001031|1|Magnus the Red|16"|2+|2+|8|7|18|8|10|3+|420||1|false|100mm||
000001032|1|Ahriman|6"|2+|2+|4|4|6|5|9|3+|160||1|false|40mm||
000001033|1|Exalted Sorcerer|6"|2+|2+|4|4|5|5|9|3+|100||1|false|32mm||
000001034|1|Tzaangor|6"|4+|4+|4|4|1|1|6|6+|7||9-19|false|32mm||
000001034|2|Twistbray|6"|4+|4+|4|4|1|2|7|6+|7||1|false|32mm||
000001035|1|Scarab Occult Terminator|5"|3+|3+|4|4|3|3|8|2+|40||4-9|false|40mm||
000001035|2|Scarab Occult Sorcerer|5"|3+|3+|4|4|3|3|9|2+|40||1|false|40mm||
000001036|1|Thousand Sons Daemon Prince|8"|2+|2+|7|6|8|5|10|3+|140||1|false|60mm||
000001037|1|Death Guard Chaos Lord|6"|2+|2+|4|5|5|5|9|3+|85||1|false|40mm||
000001038|1|Death Guard Chaos Lord in Terminator Armour|5"|2+|2+|4|5|6|5|9|2+|105||1|false|40mm||
000001039|1|Chaos Lord on Palanquin of Nurgle|5"|2+|2+|4|5|7|6|10|3+|99||1|false|120 x 92mm||
000001041|1|Death Guard Sorcerer in Terminator Armour|5"|3+|3+|4|5|5|4|9|2+|110||1|false|40mm||
000001043|1|Death Guard Cultist|6"|4+|4+|3|3|1|1|5|6+|5||9-29|false|25mm||
000001043|2|Death Guard Cultist Champion|6"|4+|4+|3|3|1|2|6|6+|5||1|false|25mm||
000001044|1|Plague Marine|5"|3+|3+|4|5|2|2|7|3+|21||4-9|false|32mm||
000001044|2|Plague Champion|5"|3+|3+|4|5|2|3|8|3+|21||1|false|32mm||
000001045|1|Death Guard Possessed|7"|3+|3+|5|5|2|4|8|3+|24||5-10|false|32mm||
000001046|1|Helbrute|6"|3+|3+|6|7|8|5|8|3+|105||1|false|60mm||
000001047|1|Chaos Rhino|12"|6+|3+|6|7|10|3|8|3+|80||1|false|Use model||
000001048|1|Chaos Spawn|7"|4+|-|5|5|4|2D3|9|5+|23||1-5|false|50mm||
000001049|1|Chaos Land Raider|10"|6+|3+|8|8|16|6|9|2+|245||1|false|Use model||
000001050|1|Chaos Predator Annihilator|12"|6+|3+|6|7|11|3|8|3+|115||1|false|Use model||
000001051|1|Defiler|8"|3+|3+|8|7|14|5|8|3+|165||1|false|Use model||
000001052|1|Death Guard Daemon Prince|8"|2+|2+|7|6|8|6|10|3+|140||1|false|60mm||
000001053|1|Typhus|5"|2+|2+|4|5|6|6|9|2+|165||1|false|50mm||
000001054|1|Lord of Contagion|5"|2+|2+|4|5|6|5|9|2+|120||1|false|50mm|40mm if equipped with manreaper and orb of desiccation|
000001055|1|Malignant Plaguecaster|5"|3+|3+|4|5|4|4|8|3+|90||1|false|32mm||
000001056|1|Poxwalker|4"|4+|-|3|4|1|2|4|7+|5||10-20|false|25mm||
000001057|1|Foetid Bloat-drone|10"|3+|3+|6|7|9|4|8|3+|115||1|false|60mm||
000001058|1|Noxious Blightbringer|5"|3+|3+|4|5|4|4|8|3+|60||1|false|40mm||
000001094|1|Chaos Cerastus Knight Acheron|12"|3+|3+|8|8|26|4|9|3+|480||1|false|170 x 109mm||
000001095|1|Chaos Cerastus Knight Lancer|14"|3+|3+|8|8|26|5|9|3+|440||1|false|170 x 109mm||
000001096|1|Chaos Cerastus Knight Castigator|12"|3+|3+|8|8|26|4|9|3+|460||1|false|170 x 109mm||
000001097|1|Chaos Cerastus Knight Atrapos|12"|3+|3+|8|8|26|4|9|3+|520||1|false|170 x 109mm||
000001098|1|Chaos Questoris Knight Magaera|12"|3+|3+|8|8|24|4|9|3+|500||1|false|120 x 92mm||
000001099|1|Chaos Acastus Knight Porphyrion|8"|4+|3+|8|8|30|3|9|3+|780||1|false|Use model||
000001100|1|Chaos Questoris Knight Styrix|12"|3+|3+|8|8|24|4|9|3+|475||1|false|120 x 92mm||
000001104|1|Karanak|10"|2+|-|5|5|6|4|8|6+|75||1|false|75 x 25mm||
000001105|1|Skarbrand|8"|2+|2+|7|7|16|6|9|3+|310||1|false|100mm||
000001106|1|Skulltaker|7"|2+|2+|5|4|4|4|8|3+|90||1|false|40mm||
000001107|1|Bloodthirster of Insensate Rage|12"|2+|2+|7|7|16|6|10|3+|240||1|false|120 x 92mm||
000001108|1|Bloodthirster of Unfettered Fury|12"|2+|2+|7|7|16|6|10|3+|240||1|false|120 x 92mm||
000001109|1|Wrath of Khorne Bloodthirster|12"|2+|2+|7|7|16|6|10|3+|230||1|false|120 x 92mm||
000001111|1|Blood Throne|6"|2+|2+|5|7|7|5|8|5+|115||1|false|120 x 92mm||
