faction_id|faction_name|type|roll|name|legend|description|
AdM|Adeptus Mechanicus|Warlord Traits|6|SUPERVISORY RADIANCE|This warlord’s devout minions all feel the Tech-Priest’s watchful presence as a divine radiance. Under such holy scrutiny, warriors are imbued with the precision and strength of the Machine God’s chosen.|At the start of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, select one friendly <span class="tooltip01850" data-tooltip-content="#tooltip_content01850" data-tooltip-anchor="#tooltip_content01850"><span class="kwb2">&lt;<span class="kwb3">F</span>ORGE</span> <span class="kwb">WORLD&gt;</span> <span class="kwb">CULT</span> <span class="kwb">MECHANICUS</span> <span class="kwb">CORE</span></span> unit within 9" of this <span class="kwb">WARLORD</span>. Until the start of the next Fight phase, each time a model in that unit makes a melee attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
TYR|Tyranids|Codex Supplement: Leviathan|3|GESTALT COMMANDER|Hive Fleet Leviathan shares the strongest synaptic link with the Hive Mind, and can call upon the experiences of any other Tyranid leader-beast.|At the start of each battle round, select one Warlord Trait from the Hive Fleet Warlord Traits for this <span class="kwb">WARLORD</span> (you cannot select Perfectly Adapted or any Warlord Trait that a model in your army already has). Until the end of that battle round, this <span class="kwb">WARLORD</span> has the selected Warlord Trait - replace all instances of a hive fleet’s keyword on that Warlord Trait (if any) with <span class="kwb">LEVIATHAN</span>.|
TYR|Tyranids|Codex Supplement: Leviathan|2|STRATEGIC ADAPTATION|This leader-beast epitomises Leviathans strategy of attacking on all fronts, ensuring that the foe is never sure where the main thrust of an attack will come from.|After both players have deployed their armies, but before the first battle round begins, select up to two <span class="kwb">LEVIATHAN</span> units from your army that are in your deployment zone and redeploy them (you cannot select this <span class="kwb">WARLORD</span>). If the mission uses the <a href="/wh40k9ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a> rules, any of those units can be placed into Strategic Reserves without having to spend any additional <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">CPs</a>, regardless of how many units are already in Strategic Reserves. If both players have abilities that redeploy units, <a href="/wh40k9ed/the-rules/core-rules/#Roll-offs">roll off</a>; the winner chooses who redeploys their units first.|
TYR|Tyranids|Codex Supplement: Leviathan|1|SWARM LEADER|This leader-beast can dominate the minds of its lesser warrior-organisms, directing their attacks with devastating precision.|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="tooltip01851" data-tooltip-content="#tooltip_content01851" data-tooltip-anchor="#tooltip_content01851"><span class="kwb">LEVIATHAN</span> <span class="kwb">INFANTRY</span></span>, <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">LEVIATHAN BEAST</s></span> or <span class="tooltip01852" data-tooltip-content="#tooltip_content01852" data-tooltip-anchor="#tooltip_content01852"><span class="kwb">LEVIATHAN</span> <span class="kwb">SWARM</span></span> unit within 9" of this <span class="kwb">WARLORD</span>. Until the start of your next Command phase, each time a model in that unit makes an attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
GK|Grey Knights|Warlord Traits|1|DAEMON-SLAYER|The warlord is a master of the rituals of banishing and unbinding, able to sever his daemonic foes’ connection to the warp and crush their mortal forms.|<ul><li>Each time this <span class="kwb">WARLORD</span> fights, if it made a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a> this turn, then until that fight is resolved, add 1 to its Attacks characteristic.</li><li>Each time this <span class="kwb">WARLORD</span> makes a melee attack against a <span class="kwb">DAEMON</span> unit, <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saving throws</a> cannot be made against that attack.</li></ul>|
GK|Grey Knights|Warlord Traits|2|HAMMER OF RIGHTEOUSNESS|Fortified by the un flagging will of his battle-brothers, the warlord lays into the foe like the hammer of the Emperor.|Each time this <span class="kwb">WARLORD</span> makes a melee attack, if it made a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>, was charged or <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">performed a Heroic Intervention</a> this turn, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
GK|Grey Knights|Warlord Traits|3|UNYIELDING ANVIL (AURA)|The inspiring presence of the warlord reminds the Grey Knights that there can be no retreat, no matter the odds arrayed against them.|While a friendly <span class="tooltip00688" data-tooltip-content="#tooltip_content00688" data-tooltip-anchor="#tooltip_content00688"><span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> <span class="kwb">CORE</span></span> or <span class="tooltip00689" data-tooltip-content="#tooltip_content00689" data-tooltip-anchor="#tooltip_content00689"><span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> <span class="kwb">CHARACTER</span></span> unit is within 6" of this <span class="kwb">WARLORD</span>, that unit has the <a href="/wh40k9ed/the-rules/core-rules/#Objective-Secured">Objective Secured</a> ability. If a model in such a unit already has this ability, that model counts as one additional model when determining control of an <a href="/wh40k9ed/the-rules/core-rules/#Objective-Markers">objective marker</a>.|
GK|Grey Knights|Warlord Traits|4|FIRST TO THE FRAY|The warlord is an eager, hot-blooded warrior, ever the first to leap into the fray. Inspired by such zealous bravery, his battle-brothers are never far behind.|<ul><li>Add 1 to <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> and <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for this <span class="kwb">WARLORD</span>.</li><li>If this <span class="kwb">WARLORD</span> has made a charge move this turn, then until the end of the turn, each time a friendly <span class="tooltip00688" data-tooltip-content="#tooltip_content00688" data-tooltip-anchor="#tooltip_content00688"><span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> <span class="kwb">CORE</span></span> unit declares a charge against an enemy unit that is within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of this <span class="kwb">WARLORD</span>, add 1 to the charge roll made for that unit.</li></ul>|
GK|Grey Knights|Warlord Traits|5|NEMESIS LORD|Over the course of countless battles the warlord has mastered the art of single combat. He is a force of destruction upon the battlefield, wielding his Nemesis weapon with preternatural skill.|Each time this <span class="kwb">WARLORD</span> makes a melee attack with a <a href="/wh40k9ed/factions/grey-knights/#Nemesis-Weapons">Nemesis weapon</a>, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 automatically wounds the target.|
GK|Grey Knights|Warlord Traits|6|PSYCHIC EPITOME|The warlord employs his immense psychic potential as a conduit for his battle-brothers’ empyric powers, channelling greater energy into their sorcerous strikes.|At the start of each of your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phases</a>, select one friendly <span class="tooltip00649" data-tooltip-content="#tooltip_content00649" data-tooltip-anchor="#tooltip_content00649"><span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> <span class="kwb">PSYKER</span></span> unit within 6" of this <span class="kwb">WARLORD</span>. Until the end of the phase, each time that unit <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifests</a> a Witchfire psychic power, when resolving that psychic power, if an enemy unit suffers any <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>, that enemy unit suffers 1 additional mortal wound.|
AM|Astra Militarum|Warlord Traits|1|GRAND STRATEGIST|This Warlord is capable of precisely anticipating the ebb and flow of war.|Whilst your <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord">Warlord</a> is alive, you can re-roll a single <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>, <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> or <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a> per battle. In addition, if your army is <a href="/wh40k9ed/the-rules/core-rules/#BATTLE-FORGED-ARMIES">Battle-forged</a> and this Warlord is on the battlefield, roll a D6 for each <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command Point</a> you spend to use a Stratagem; on a 5+ that Command Point is immediately refunded.|
AM|Astra Militarum|Warlord Traits|2|OLD GRUDGES|The Warlord has learned his nemesis’ weakness, and will exploit it ruthlessly.|After deployment, but before the first battle round begins, choose a unit in your opponent’s army. You can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for ASTRA MILITARUM units from your army that target the unit you chose whilst they are within 6" of your Warlord.|
AM|Astra Militarum|Warlord Traits|3|IMPLACABLE DETERMINATION|The Warlord is known for leading swift and inexorable advances.|When your Warlord and a single friendly unit within 3" of them <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advances</a>, they may both add 6" to their Move characteristic for that <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a> instead of rolling a dice.|
AM|Astra Militarum|Warlord Traits|4|DRACONIAN DISCIPLINARIAN|The Warlord believes that to spare the lash is to spoil the soldier, and is never hesitant in dealing out despotic punishments. His men fear his wrath more than any mortal foe.|You can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale tests</a> for friendly <span class="tooltip00173" data-tooltip-content="#tooltip_content00173" data-tooltip-anchor="#tooltip_content00173"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">INFANTRY</span></span> units within 6" of your Warlord in the <a href="/wh40k9ed/the-rules/core-rules/#MORALE-PHASE">Morale phase</a>. If a <span class="tooltip00530" data-tooltip-content="#tooltip_content00530" data-tooltip-anchor="#tooltip_content00530"><span class="kwb">COMMISSAR</span></span> has this Warlord Trait, then their <span class="redfont">Summary Execution</span> ability takes precedence, but if the re-rolled Morale test is also failed then D3 additional models are slain and the test is then considered to have passed.|
AM|Astra Militarum|Warlord Traits|5|BELLOWING VOICE|Every order given by this Warlord is bellowed to his men with perfect clarity and at ear-splitting volume, ensuring those under his command know his will and act on it without hesitation.|Add 3" to the range of any abilities on your Warlord’s datasheet (such as <span class="redfont">Aura of Discipline</span> or <a href="/wh40k9ed/factions/astra-militarum/#Voice-of-Command">Voice of Command</a>).|
AM|Astra Militarum|Warlord Traits|6|MASTER OF COMMAND|This Warlord commands his forces with a masterful knowledge of their abilities and even individual personalities, ensuring he gets the best from the men around him.|Your Warlord gains the <a href="/wh40k9ed/factions/astra-militarum/#Voice-of-Command">Voice of Command</a> ability. If your Warlord already has the Voice of Command or <span class="redfont">Tank Orders</span> ability, they may instead issue one additional order per turn. If your Warlord is a <span class="tooltip00530" data-tooltip-content="#tooltip_content00530" data-tooltip-anchor="#tooltip_content00530"><span class="kwb">COMMISSAR</span></span>, it can issue an order to any <span class="tooltip00177" data-tooltip-content="#tooltip_content00177" data-tooltip-anchor="#tooltip_content00177"><span class="kwb2">&lt;<span class="kwb3">R</span>EGIMENT&gt;</span> <span class="kwb">INFANTRY</span></span> unit (irrespective of what regiment that unit is from – e.g. MILITARUM TEMPESTUS, CADIAN, etc.)|
AM|Astra Militarum|Warlord Traits|Cadian|Superior Tactical Training|Cadian officers are known for their strategic excellence, as are those they command. Their long training and curt, well-established battle cant allows them to issue the right order at the right time with consummate speed and efficiency.|Roll a dice each time your Warlord issues an <a href="/wh40k9ed/factions/astra-militarum/#Voice-of-Command">order</a> or tank order. On a 4+ that order can affect an additional <span class="tooltip00534" data-tooltip-content="#tooltip_content00534" data-tooltip-anchor="#tooltip_content00534"><span class="kwb">CADIAN</span></span> unit of the same type as the original target (<span class="tooltip00532" data-tooltip-content="#tooltip_content00532" data-tooltip-anchor="#tooltip_content00532"><span class="kwb">INFANTRY</span></span> or <span class="tooltip01275" data-tooltip-content="#tooltip_content01275" data-tooltip-anchor="#tooltip_content01275"><span class="kwb">VEHICLE</span></span> excluding <span class="kwb">TITANIC</span>) within 6" of the Warlord.|
AM|Astra Militarum|Warlord Traits|Catachan|Lead From the Front|Catachan officers dive into the thick of the fray without hesitation, their blades and their teeth bared – mortal enemies hold little fear for those who have fought the mega-fauna of a death world jungle and survived.|This Warlord can perform a <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">Heroic Intervention</a> if, after the enemy has completed all their <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge moves</a>, they are within 6" of any enemy units. This Warlord can move up to 6" when performing a Heroic Intervention, so long as they end the move closer to the nearest enemy model. In addition, if your Warlord charged, was charged or performed a Heroic Intervention, then until the end of the turn you can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> made for them.|
AM|Astra Militarum|Warlord Traits|Valhallan|Tenacious|Valhallan officers are famously merciless, and freely sacrifice the lives of their men in order to carry the day – yet they are not afraid of danger, and will fight on even when sustaining deep wounds, the better to inspire obedience in their men.|Roll a dice each time your Warlord suffers a wound or <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. On a 5+, the wound is ignored. If your Warlord has the <span class="tooltip01275" data-tooltip-content="#tooltip_content01275" data-tooltip-anchor="#tooltip_content01275"><span class="kwb">VEHICLE</span></span> keyword, the wound is ignored on a roll of a 6+ instead.|
AM|Astra Militarum|Warlord Traits|Vostroyan|Honoured Duellist|The sword-forms of the Vostroyan aristocracy are steeped in tradition, yet at their heart is a deadly efficacy of movement – those trained in such honour duels make formidable opponents at close quarters.|Re-roll failed hit and <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a> for attacks made by your Warlord.|
AM|Astra Militarum|Warlord Traits|Armageddon|Ex-gang Leader|It is common amongst the regiments of Armageddon to recruit from the underhive gangs of the planet’s towering metropoli – those who once led gangs in urban warfare fight dirty even on the field of open war.|Add 1 to this Warlord’s Attacks characteristic. In addition, add 1 to any <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> made for your Warlord in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.|
AM|Astra Militarum|Warlord Traits|Tallarn|Swift Attacker|The Tallarn way of war is to ebb and flow, to fall back and to sprint forward at a single barked command from their leaders. To fight them is to fight a hurricane of blades, bolts and las blasts that can change direction in a heartbeat.|Your Warlord and all friendly <span class="tooltip00540" data-tooltip-content="#tooltip_content00540" data-tooltip-anchor="#tooltip_content00540"><span class="kwb">TALLARN</span></span> units within 6" of them can charge even if they <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fell Back</a> that turn.|
AM|Astra Militarum|Warlord Traits|Militarum Tempestus|Faithful Servant of the Throne|The Scions of the Militarum Tempestus, raised by the punitively strict Schola Progenia, are possessed of an iron mental fortitude. The strongest amongst them have a faith that can turn aside hostile psychic emanations.|Your Warlord can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> one psychic power in each enemy <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> in the same manner as a <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psyker</a>.|
AM|Astra Militarum|Warlord Traits|Mordian|Iron Discipline|The steel in the soul of Mordian’s officers is further hardened by a lifetime of oppression and conflict – those who fight under their stern gaze are inspired to battle on even against impossible odds.|Roll a dice for each model that <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">flees</a> from any friendly MORDIAN units within 6" of your Warlord in the <a href="/wh40k9ed/the-rules/core-rules/#MORALE-PHASE">Morale phase</a>. On a 4+, that model does not flee.|
ORK|Orks|Warlord Traits|3|HALF-CHEWED|This boss’ many bionic limbs attest to a lifetime of confronting the most dangerous beasts he can find, and coming out victorious.|While this <span class="kwb">WARLORD</span> is within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of an enemy <span class="kwb">CHARACTER</span> or <span class="kwb">MONSTER</span> unit, each time this model would lose a wound, roll one D6: on a 4+, that wound is not lost.|
ORK|Orks|Warlord Traits|6|MIGHT IS RIGHT|A solid slab of muscle and aggression, this Ork’s strength is unsurpassed.|Add 1 to this <span class="kwb">WARLORD</span>’s Strength and Attacks characteristics.|
ORK|Orks|Warlord Traits|5|KUNNIN’ BUT BRUTAL|Feigning weakness, this warlord allows his foes to close in before delivering a brutal flurry of attacks.|At the start of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, if this <span class="kwb">WARLORD</span> is within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units, it can fight first that phase.|
ORK|Orks|Warlord Traits|4|BRUTAL BUT KUNNIN’|This Ork has a particular talent for close-quarters choppa work, even amongst his brutal kin.|Each time this <span class="kwb">WARLORD</span> fights, if all of its attacks target one enemy unit, after resolving all of those attacks, it can make a number of additional attacks against that enemy unit equal to the number of attacks that did not reach the <a href="/wh40k9ed/the-rules/core-rules/#5.-Inflict-Damage">Inflict Damage</a> step of the attack sequence during that fight.|
ORK|Orks|Warlord Traits|3|’ARD AS NAILS|This greenskin has a hide as thick as a Squiggoth’s. It takes a blow of truly phenomenal strength to even give him pause.|Each time an attack is made that targets this <span class="kwb">WARLORD</span>, subtract 1 from that attack’s wound roll.|
ORK|Orks|Warlord Traits|2|BIG GOB|This warlord’s bellowing voice is so loud that it can be heard over the thickest of fighting.|Add 3" to the range of this <span class="kwb">WARLORD</span>’s aura abilities (to a maximum of 9").|
ORK|Orks|Warlord Traits|1|FOLLOW ME LADZ (AURA)|Always found at the forefront of an assault, this Ork likes to be the first into the fray.|If this <span class="kwb">WARLORD</span> has made a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a> this turn, until the end of the turn, each time a friendly <span class="tooltip00775" data-tooltip-content="#tooltip_content00775" data-tooltip-anchor="#tooltip_content00775"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">ORKS</span></span> unit declares a charge against an enemy unit that is within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of this <span class="kwb">WARLORD</span>, add 1 to the <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> for that unit.|
TYR|Tyranids|Warlord Traits|1|ALIEN CUNNING|This warlord possesses highly sophisticated neural pathways, allowing it to identify priority strategic assets and seize them before the foe even recognise their value.|<ul><li>This <span class="kwb">WARLORD</span> has the <a href="/wh40k9ed/the-rules/core-rules/#Objective-Secured">Objective Secured</a> ability.</li><li>This <span class="kwb">WARLORD</span> counts as 5 models when determining control of an <a href="/wh40k9ed/the-rules/core-rules/#Objective-Markers">objective marker</a>.</li><li>This <span class="kwb">WARLORD</span> can start to perform an <a href="/wh40k9ed/the-rules/core-rules/#Actions">action</a>, even if it <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advanced</a> or <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fell Back</a> this turn.</li></ul>|
TYR|Tyranids|Warlord Traits|2|HEIGHTENED SENSES|Whether through rows of bristling antennae or clusters of glistening compound eyes, this warlord can sense the location of its prey with unerring accuracy.|<ul><li>At the start of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, if this <span class="kwb">WARLORD</span> is within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units, it can fight first that phase.</li><li>Each time this <span class="kwb">WARLORD</span> makes an attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.</li></ul>|
TYR|Tyranids|Warlord Traits|3|SYNAPTIC LINCHPIN|With a cerebral cortex that pulsates with the irresistible power of the Hive Mind, this warlord acts as a blazing synaptic beacon to the lesser creatures of the swarm.|<ul><li>Add 3" to the range of this <span class="kwb">WARLORD</span>’s <a href="/wh40k9ed/the-rules/core-rules/#Aura-Abilities">aura abilities</a> and <a href="/wh40k9ed/factions/tyranids/#Synaptic-Imperative-Abilities">Synaptic Imperative abilities</a>.</li><li>Each time this <span class="kwb">WARLORD</span> uses an ability in your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a> that specifies a range, until the end of the phase, add 3" to the range of that ability.</li></ul>|
TYR|Tyranids|Warlord Traits|4|DIRECT GUIDANCE|Projecting a portion of its consciousness directly into the crude ganglia of its lesser warrior organisms allows this warlord to guide their strikes.|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="tooltip00804" data-tooltip-content="#tooltip_content00804" data-tooltip-anchor="#tooltip_content00804"><span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span> <span class="kwb">CORE</span></span> unit within <a href="/wh40k9ed/factions/tyranids/#Synaptic-Link-Range">Synaptic Link range</a> of this <span class="kwb">WARLORD</span>. Until the start of your next Command phase, each time a model in that unit makes an attack, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
TYR|Tyranids|Warlord Traits|5|SYNAPTIC TENDRILS|This organism is a thrumming node of synaptic energies, a blazing beacon of the Hive Mind’s influence, able to reach out and augment the abilities of its swarm at will.|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if this <span class="kwb">WARLORD</span> has one of the following abilities, it can use that ability one additional time that phase: <span class="redfont">Alpha Warrior</span>, <span class="redfont">Bio-impulses</span>, <span class="redfont">Brood Progenitor</span>, <span class="redfont">Vicious Insight</span>, <span class="redfont">Warp Siphon</span>, <span class="redfont">Will of the Hive Mind</span>.|
TYR|Tyranids|Warlord Traits|6|ADAPTIVE BIOLOGY|The same weapon rarely works against this warlord twice, as its alien physiology adapts at an astonishing rate to counter the attacks of the foe.|Each time this <span class="kwb">WARLORD</span> would lose a wound, roll one D6: on a 5+, that wound is not lost.|
AC|Adeptus Custodes|Warlord Traits|6|PEERLESS WARRIOR|With every strike, this warlord proves himself the master of one-to-one combat against even the most terrifying foes.|<ul><li>Each time this <span class="kwb">WARLORD</span> makes a melee attack, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.</li><li>Each time an attack made by this <span class="kwb">WARLORD</span> is allocated to an enemy model, the <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a> cannot be <a href="/wh40k9ed/the-rules/core-rules/#Re-rolls">re-rolled</a>.</li></ul>|
AC|Adeptus Custodes|Warlord Traits|5|RADIANT MANTLE|The holy light of the Emperor himself glows around this magnificent warrior in a sublime halo. Enemies are blinded by its glory, forced to recoil in pain and terror.|Each time an attack is made against this <span class="kwb">WARLORD</span>, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
AC|Adeptus Custodes|Warlord Traits|4|IMPREGNABLE MIND|No blandishment or invasion by the enemy can overcome the fortress of this warlord's mind, and his strength of will can crush that of lesser beings.|<ul><li>In your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, this <span class="kwb">WARLORD</span> can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch</a> once as if it were a <span class="kwb">PSYKER</span> model. Each time a Deny the Witch test is taken for this <span class="kwb">WARLORD</span>, add 1 to the result.</li><li>This <span class="kwb">WARLORD</span> counts as two additional models when determining control of an <a href="/wh40k9ed/the-rules/core-rules/#Objective-Markers">objective marker</a>. This is cumulative with any other rules that make it count as additional models.</li></ul>|
AC|Adeptus Custodes|Warlord Traits|3|SUPERIOR CREATION|The cellular alchemy that went into the creation of this heroic warrior has rendered him breathtakingly resilient.|Each time this <span class="kwb">WARLORD</span> would lose a wound, roll one D6: on a a 5+, that wound is not lost.|
AC|Adeptus Custodes|Warlord Traits|2|CHAMPION OF THE IMPERIUM|This warlord is amongst the finest champions in the entire Imperium, and their presence inspires all nearby to acts of heroism.|<ul><li>This <span class="kwb">WARLORD</span> is eligible to <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">perform a Heroic Intervention</a> if it is within 6" horizontally and 5" vertically of any enemy unit.</li><li>Each time this <span class="kwb">WARLORD</span> makes a Heroic Intervention move, it can move up to 6" instead of 3". All other rules for <a href="/wh40k9ed/the-rules/core-rules/#2.-Heroic-Interventions">Heroic Interventions</a> still apply.</li><li>Each time this <span class="kwb">WARLORD</span> makes an attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.</li></ul>|
AC|Adeptus Custodes|Warlord Traits|1|MASTER OF MARTIAL STRATEGY|This warlord is immeasurably accomplished in the arts of war and in the Adeptus Custodes’ fighting formations.|<ul><li>While this <span class="kwb">WARLORD</span> is on the battlefield, each time you spend a <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command point</a> to use a Stratagem, you can roll one D6: on a 5+, that Command point is refunded.</li><li>Once per battle, in your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if units from your army are using the <a href="/wh40k9ed/factions/adeptus-custodes/#Martial-Ka-tah">Martial Ka’tah</a> ability, before selecting a ka’tah stance for your army, you can change the order of your martial ka’tahs, i.e. primary, secondary or tertiary. Note that this does not allow you to select ka’tah stances more than once.</li></ul>|
CD|Chaos Daemons|Warlord Traits|1|ASPECT OF DEATH|Such is the palpable aura of dread this Daemon emanates that its enemies often die of sheer terror.|Each time an enemy unit fails a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> within 8" of your Warlord, one additional model <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">flees</a> from that unit.|
CD|Chaos Daemons|Warlord Traits|2|GLORY OF BATTLE|This Daemon knows no greater pleasure than being surrounded by foes in battle.|Add 1 to your Warlord’s Attacks characteristic whilst there are more enemy models within 8" of it than there are friendly models.|
CD|Chaos Daemons|Warlord Traits|3|OBLIVIOUS TO PAIN|Nothing will keep this Daemon from the slaughter; not even injury will slow his advance, and only serves to stoke its anger.|Roll a dice each time your Warlord loses a wound. On a roll of 6, your Warlord does not lose that wound and you can re-roll all failed hit and <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> made for it until the end of your next turn.|
CD|Chaos Daemons|Warlord Traits|4|IMMENSE POWER|The molten fury of the Lord of Battle has been poured into this Daemon, and its body is swollen with Khorne’s might.|Add 1 to your Warlord’s Strength characteristic.|
CD|Chaos Daemons|Warlord Traits|5|DEVASTATING BLOW|The Blood God has granted this Daemon the strength to fell even the greatest enemies with a single, almighty blow.|Each time your Warlord fights, it can make a single Devastating Blow attack instead of its normal close combat attacks. If it does, make a single <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>; if successful, the target suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
CD|Chaos Daemons|Warlord Traits|6|RAGE INCARNATE|The fury with which this Daemon hurls itself at the enemy serves as a beacon of wrath to its like-minded minions.|Re-roll <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> of 1 for friendly <span class="tooltip00555" data-tooltip-content="#tooltip_content00555" data-tooltip-anchor="#tooltip_content00555"><span class="kwb">KHORNE</span> <span class="kwb">DAEMON</span></span> units that charged this turn and are within 8" of your Warlord when they fight.|
