datasheet_id|line|button|description|is_index_wargear|
000001047|1|•|This model can be equipped with 1 of the following: 1 combi-bolter; 1 combi-flamer; 1 combi-melta; 1 combi-plasma.|false|
000001047|2|•|This model can be equipped with 1 havoc launcher.|false|
000001049|1|•|This model can be equipped with 1 of the following: 1 combi-bolter; 1 combi-flamer; 1 combi-melta; 1 combi-plasma.|false|
000001049|2|•|This model can be equipped with 1 havoc launcher.|false|
000001050|1|•|This model can be equipped with one of the following: 2 heavy bolters; 2 lascannons.|false|
000001050|2|•|This model can be equipped with 1 of the following: 1 combi-bolter; 1 combi-flamer; 1 combi-melta; 1 combi-plasma.|false|
000001050|3|•|This model can be equipped with 1 havoc launcher.|false|
000001051|1|•|This model’s twin heavy flamer can be replaced with one of the following: 1 havoc launcher; 1 defiler scourge.|false|
000001051|2|•|This model’s reaper autocannon can be replaced with one of the following: 1 twin heavy bolter; 1 twin lascannon.|false|
000001051|3|•|This model can be equipped with 1 of the following: 1 combi-bolter; 1 combi-flamer; 1 combi-melta; 1 combi-plasma.|false|
000001052|1|•|If this model is equipped with a hellforged sword, it can be equipped with 1 plague spewer.|false|
000001052|2|•|If this model is not equipped with a plague spewer, its hellforged sword can be replaced with one of the following: 1 daemonic axe; 1 malefic talons.|false|
000001052|3|•|If this model is not equipped with a plague spewer, it can be equipped with foetid wings (<b>Power Rating +2</b>). If it is, it cannot be equipped with a plague spewer.|false|
000001054|1|•|This model’s plaguereaper can be replaced with 1 manreaper and 1 orb of desiccation.|false|
000001055|1|•|This model can be equipped with 1 bolt pistol.|false|
000001057|1|•|This model’s fleshmower can be replaced with one of the following: 2 plaguespitters; 1 heavy blight launcher.|false|
000001093|1|•|This model may take a twin Icarus autocannon, stormspear rocket pod or ironstorm missile pod.|false|
000001093|2|•|This model may replace its thunderstrike gauntlet with an avenger gatling cannon and heavy flamer, rapid-fire battle cannon and heavy stubber, or thermal cannon.|false|
000001093|3|•|This model may replace its reaper chainsword with an avenger gatling cannon and heavy flamer, rapid-fire battle cannon and heavy stubber, or thermal cannon.|false|
000001093|4|•|This model may replace one heavy stubber with a meltagun.|false|
000001098|1|•|This model’s reaper chainsword can be replaced with 1 hekaton siege claw and 1 twin rad cleanser.|false|
000001099|1|•|This model's Acastus autocannons can each be replaced with 1 Acastus lascannon.|false|
000001099|2|•|This model’s ironstorm missile pod can be replaced with helios defence missiles.|false|
000001100|1|•|This model’s reaper chainsword can be replaced with 1 hekaton siege claw and 1 twin rad cleanser.|false|
000001114|1|•|For every ten models in the unit, one Bloodletter may take an Instrument of Chaos.|false|
000001114|2|•|For every ten models in the unit, one Bloodletter may take a Daemonic Icon.|false|
000001115|1|•|1 model that does not have an Instrument of Chaos can have a Daemonic Icon.|false|
000001115|2|•|1 model that does not have a Daemonic Icon can have an Instrument of Chaos.|false|
000001120|1|•|This model may take a baleful sword or a rod of sorcery.|false|
000001124|1|•|For every 10 models this unit contains, 1 Pink Horror that does not have an Instrument of Chaos can have a Daemonic Icon.|false|
000001124|2|•|For every 10 models this unit contains, 1 model that does not have a Daemonic Icon can have an Instrument of Chaos.|false|
000001128|1|•|A Burning Chariot may also be ridden by three Chanting Horrors (see <span class="redfont">Irritating Chant</span> ability).|false|
000001130|1|•|This model may replace its bilesword with a doomsday bell.|false|
000001130|2|•|This model may replace its plague flail with a bileblade.|false|
000001132|1|•|For every ten models in the unit, one Plaguebearer may take an Instrument of Chaos.|false|
000001132|2|•|For every ten models in the unit, one Plaguebearer may take a Daemonic Icon.|false|
000001135|1|•|One Plague Drone may take an Instrument of Chaos.|false|
000001135|2|•|One Plague Drone may take a Daemonic Icon.|false|
000001137|1|•|This model can be equipped with 1 living whip instead of having a ritual knife.|false|
000001137|2|•|This model can have one of the following instead of having a ritual knife: shining aegis; sinistrous hand.|false|
000001142|1|•|For every ten models in the unit, one Daemonette may take an Instrument of Chaos.|false|
000001142|2|•|For every ten models in the unit, one Daemonette may take a Daemonic Icon.|false|
000001145|1|•|1 model that does not have an Instrument of Chaos can have a Daemonic Icon.|false|
000001145|2|•|1 model that does not have a Daemonic Icon can have an Instrument of Chaos.|false|
000001149|1|•|This model may replace its hellforged sword with a daemonic axe or second set of malefic talons.|false|
000001149|2|•|This model may have wings (<b>Power Rating +2</b>). If it does, its Move characteristic is increased to 12" and it gains the <a href="/wh40k9ed/the-rules/core-rules/#Flying"><span class="kwb">FLY</span></a> keyword. <div class="PriceTag">35</div>|false|
000001151|1|•|This model may replace its warpsword with a warpclaw.|false|
000001153|1|•|This model’s plasma destroyer can be replaced with one of the following: 1 conversion beam cannon; 1 infernus cannon; 1 magna-melta cannon.|false|
000001153|2|•|This model can be equipped with one of the following: 2 heavy bolters; 2 heavy flamers; 2 lascannons.|false|
000001153|3|•|This model can be equipped with 1 storm bolter.|false|
000001153|4|•|This model can be equipped with 1 hunter-killer missile.|false|
000001154|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000001156|1|•|This model can be equipped with one of the following: 1 heavy bolter; 1 multi-melta; 1 twin heavy bolter; 1 twin heavy flamer.|false|
000001156|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000001156|3|•|This model can be equipped with 1 storm bolter.|false|
000001156|4|•|This model can be equipped with one of the following: 1 explorator augury web; 1 heavy armour.|false|
000001157|1|•|This model can be equipped with 1 storm bolter.|false|
000001157|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000001158|1|•|This model can be equipped with 1 multi-melta.|false|
000001158|2|•|This model can be equipped with 1 storm bolter.|false|
000001158|3|•|This model can be equipped with 1 hunter-killer missile.|false|
000001159|1|•|This model’s 2 twin volkite culverins can be replaced with 2 twin multi-meltas.|false|
000001159|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000001159|3|•|This model can be equipped with 1 storm bolter.|false|
000001160|1|•|This model can be equipped with one of the following: 2 heavy bolters; 2 lascannons.|false|
000001160|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000001160|3|•|This model can be equipped with 1 storm bolter.|false|
000001161|1|•|This model can be equipped with one of the following: 2 heavy bolters: 2 lascannons.|false|
000001161|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000001161|3|•|This model can be equipped with 1 storm bolter.|false|
000001162|1|•|This model can be equipped with one of the following: 2 heavy bolters: 2 lascannons.|false|
000001162|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000001162|3|•|This model can be equipped with 1 storm bolter.|false|
000001163|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|false|
000001163|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer.|false|
000001163|3|•|This model can be equipped with one of the following: 1 heavy bolter; 1 heavy flamer; 1 multi-melta; 1 storm bolter.|false|
000001164|1|•|This model can be equipped with one of the following: 2 heavy bolters; 2 lascannons.|false|
000001164|2|•|This model can be equipped with one of the following: 1 heavy bolter; 1 heavy flamer; 1 multi-melta; 1 storm bolter.|false|
000001165|1|•|This model can be equipped with one of the following: 2 heavy bolters; 2 lascannons.|false|
000001165|2|•|This model can be equipped with one of the following: 1 heavy bolter; 1 heavy flamer; 1 multi-melta; 1 storm bolter.|false|
000001166|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|false|
000001166|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer.|false|
000001166|3|•|This model can be equipped with one of the following: 1 heavy bolter; 1 heavy flamer; 1 multi-melta; 1 storm bolter.|false|
000001167|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|false|
000001167|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer.|false|
000001167|3|•|This model can be equipped with one of the following: 1 heavy bolter; 1 heavy flamer; 1 multi-melta; 1 storm bolter.|false|
000001169|1|•|This model’s 2 twin heavy bolters can be replaced with one of the following:|false|
000001169|2|-|2 assault cannons|false|
000001169|3|-|2 heavy plasma cannons|false|
000001169|4|-|2 missile launchers|false|
000001169|5|-|2 multi-meltas|false|
000001169|6|-|2 twin autocannons|false|
000001169|7|-|2 twin lascannons|false|
000001172|1|•|Any of this model’s storm bolters can each be replaced with 1 heavy flamer.|false|
000001172|2|•|This model’s storm bolter and Dreadnought combat weapon can be replaced with one of the following:|false|
000001172|3|-|Assault cannon|false|
000001172|4|-|Dreadnought inferno cannon|false|
000001172|5|-|Heavy plasma cannon|false|
000001172|6|-|Multi-melta|false|
000001172|7|-|Twin lascannon|false|
000001172|8|•|This model’s assault cannon can be replaced with one of the following:|false|
000001172|9|-|Dreadnought inferno cannon|false|
000001172|10|-|Heavy plasma cannon|false|
000001172|11|-|Multi-melta|false|
000001172|12|-|Storm bolter and Dreadnought combat weapon|false|
000001172|13|-|Twin lascannon|false|
000001173|1|•|Each of this model’s heavy plasma cannons can be replaced with one of the following: 1 conversion beam cannon; 1 kheres-pattern assault cannon; 1 multi-melta; 1 twin autocannon; 1 twin heavy bolter; 1 twin lascannon; 1 twin volkite culverin; 1 Dreadnought chainfist and 1 storm bolter; 1 Dreadnought combat weapon and 1 storm bolter.|false|
000001173|2|•|Each of this model’s storm bolters can be replaced with one of the following: 1 graviton blaster; 1 heavy flamer; 1 Contemptor plasma blaster.|false|
000001173|3|•|This model can be equipped with 1 cyclone missile launcher.|false|
000001174|1|•|This model's anvillus autocannon battery can be replaced with one of the following: 1 arachnus heavy lascannon battery; 1 hellfire plasma carronade; 1 volkite falconet battery.|false|
000001174|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer.|false|
000001174|3|•|This model can be equipped with one of the following: 1 aiolos missile launcher; 1 boreas air defence missiles.|false|
000001175|1|•|Each of this model’s grav-flux bombards can be replaced with one of the following: 1 cyclonic melta lance; 1 storm cannon; 1 meltagun and 1 Leviathan siege claw; 1 meltagun and 1 Leviathan siege drill.|false|
000001175|2|•|This model’s 2 heavy flamers can be replaced with 2 twin volkite calivers.|false|
000001175|3|•|This model can be equipped with 3 hunter-killer missiles.|false|
000001177|1|•|This model’s javelin missile launcher can be replaced with 2 lascannons.|false|
000001177|2|•|This model’s heavy bolter can be replaced with 1 multi-melta.|false|
000001177|3|•|This model can be equipped with up to 2 hunter-killer missiles.|false|
000001179|1|•|This model’s twin heavy bolter can be replaced with one of the following: 1 twin multi-melta; 1 typhoon missile launcher.|false|
000001179|2|•|This model’s 2 twin hellstrike launchers can be replaced with 2 twin lascannons.|false|
000001181|1|•|This model's 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons.|false|
000001181|2|•|This model’s 2 twin autocannons can be replaced with 2 quad heavy bolters.|false|
000001183|1|•|This model's Thunderhawk heavy cannon can be replaced with 1 turbo-laser destructor.|false|
000001183|2|•|This model’s Thunderhawk cluster bombs can be replaced with 1 hellstrike missile battery.|false|
000001186|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000001187|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000001187|2|•|This model can be equipped with 1 storm bolter.|false|
000001188|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000001188|2|•|This model can be equipped with 1 storm bolter.|false|
000001189|1|•|This model’s quad heavy bolter can be replaced with one of the following: 1 graviton cannon; 1 laser destroyer; 1 quad launcher.|false|
000001190|1|•|Any number of models can each have their Tarantula twin heavy bolter replaced with 1 Tarantula twin lascannon.|false|
000001193|1|•|This model's deathstorm cannon array can be replaced with 1 deathstorm missile array.|false|
000001196|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000001196|2|•|This model can be equipped with 1 storm bolter.|false|
000001196|3|•|This model can be equipped with 1 multi-melta.|false|
000001197|1|•|This model’s Thunderhawk heavy cannon can be replaced with 1 turbo-laser destructor.|false|
000001197|2|•|This model's Thunderhawk cluster bombs can be replaced with 1 hellstrike missile battery.|false|
000001198|1|•|This model can be equipped with 1 multi-melta.|false|
000001198|2|•|This model can be equipped with 1 storm bolter.|false|
000001198|3|•|This model can be equipped with 1 hunter-killer missile.|false|
000001199|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000001199|2|•|This model can be equipped with one of the following: 1 Repressor heavy flamer; 1 storm bolter.|false|
000001237|1|•|This model’s 2 hellstrike missiles can be replaced with 2 multiple rocket pods.|false|
000001249|1|•|This model’s laspistol can be replaced with one of the following: 1 autopistol; 1 autogun; 1 lasgun; 1 weapon from the <i><span class="tooltip00583" data-tooltip-content="#tooltip_content00583"><span class="tt">Renegades</span> <span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list.|false|
000001249|2|•|This model’s brutal assault weapon can be replaced with 1 weapon from the <i><span class="tooltip00584" data-tooltip-content="#tooltip_content00584"><span class="tt">Renegades</span> <span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000001252|1|•|Any number of models can each have their autogun replaced with 1 autopistol and 1 brutal assault weapon.|false|
000001252|2|•|For every 10 models in the unit, 1 Renegade Cultist’s autogun can be replaced with one of the following: 1 flamer; 1 heavy stubber.|false|
000001252|3|•|The Renegade Cultist Champion’s autogun can be replaced with one of the following:|false|
000001252|4|-|1 autopistol and 1 brutal assault weapon.|false|
000001252|5|-|1 shotgun and 1 brutal assault weapon.|false|
000001253|1|•|Any number of models can each have their autogun replaced with one of the following:|false|
000001253|2|-|1 lasgun.|false|
000001253|3|-|1 autopistol and 1 brutal assault weapon.|false|
000001253|4|•|For every 10 models in this unit, 2 Renegade Militia models equipped with autoguns can form a Renegade Militia Weapons Team equipped with 1 weapon from the <i><span class="tooltip00585" data-tooltip-content="#tooltip_content00585"><span class="tt">Renegades</span> <span class="tt">Heavy</span> <span class="tt">Weapons</span></span></i> list.|false|
000001253|5|•|For every 5 models in this unit, 1 Renegade Militia model’s autogun can be replaced with 1 weapon from the <i><span class="tooltip00587" data-tooltip-content="#tooltip_content00587"><span class="tt">Renegades</span> <span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000001253|6|•|1 Renegade Militia model equipped with an autogun or lasgun can be equipped with a Chaos sigil. That model’s autogun or lasgun cannot be replaced and it cannot be equipped with a Renegade vox-caster.|false|
000001253|7|•|1 Renegade Militia model equipped with an autogun or lasgun can be equipped with a Renegade vox-caster. That model’s autogun or lasgun cannot be replaced and it cannot be equipped with a Chaos sigil.|false|
000001253|8|•|The Renegade Militia Champion’s autogun can be replaced with one of the following:|false|
000001253|9|-|1 lasgun.|false|
000001253|10|-|1 shotgun.|false|
000001253|11|-|1 weapon from the <i><span class="tooltip00583" data-tooltip-content="#tooltip_content00583"><span class="tt">Renegades</span> <span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list.|false|
000001253|12|-|1 weapon from the <i><span class="tooltip00584" data-tooltip-content="#tooltip_content00584"><span class="tt">Renegades</span> <span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000001253|13|-|1 weapon from the <i><span class="tooltip00583" data-tooltip-content="#tooltip_content00583"><span class="tt">Renegades</span> <span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list and 1 weapon from the <i><span class="tooltip00584" data-tooltip-content="#tooltip_content00584"><span class="tt">Renegades</span> <span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000001253|14|•|The Renegade Militia Champion can be equipped with krak grenades.|false|
000001254|1|•|Any number of models can each have their laspistol replaced with one of the following: 1 autogun; 1 autopistol; 1 lasgun; 1 shotgun; 1 stub gun.|false|
000001254|2|•|The Renegade Mutant Champion can be equipped with one weapon from the <i><span class="tooltip00584" data-tooltip-content="#tooltip_content00584"><span class="tt">Renegades</span> <span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000001256|1|•|Any number of models can each have their autogun replaced with 1 lasgun.|false|
000001256|2|•|2 Renegade Disciple models equipped with autoguns can form a Renegade Disciple Weapons Team equipped with 1 weapon from the <i><span class="tooltip00585" data-tooltip-content="#tooltip_content00585"><span class="tt">Renegades</span> <span class="tt">Heavy</span> <span class="tt">Weapons</span></span></i> list.|false|
000001256|3|•|1 Renegade Disciple model’s autogun can be replaced with 1 weapon from the <i><span class="tooltip00587" data-tooltip-content="#tooltip_content00587"><span class="tt">Renegades</span> <span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000001256|4|•|1 Renegade Disciple model equipped with one of the following: 1 Banner of the Apostate; 1 Banner of Hate. That model’s autogun or lasgun cannot be replaced and it cannot be equipped with a Renegade vox-caster.|false|
000001256|5|•|1 Renegade Disciple model equipped with an autogun or lasgun can be equipped with a Renegade vox-caster. That model’s autogun or lasgun cannot be replaced and it cannot be equipped with a Banner of the Apostate or a Banner of Hate.|false|
000001257|1|•|Any number of models can each have their autogun replaced with 1 lasgun.|false|
000001257|2|•|2 Renegade Disciple models equipped with autoguns can form a Renegade Disciple Weapons Team equipped with 1 weapon from the <i><span class="tooltip00585" data-tooltip-content="#tooltip_content00585"><span class="tt">Renegades</span> <span class="tt">Heavy</span> <span class="tt">Weapons</span></span></i> list.|false|
000001257|3|•|1 Renegade Disciple model’s autogun can be replaced with 1 weapon from the <i><span class="tooltip00587" data-tooltip-content="#tooltip_content00587"><span class="tt">Renegades</span> <span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000001257|4|•|1 Renegade Disciple model equipped with an autogun or lasgun can be equipped with a Chaos sigil. That model’s autogun or lasgun cannot be replaced and it cannot be equipped with a Renegade vox-caster.|false|
000001257|5|•|1 Renegade Disciple model equipped with an autogun or lasgun can be equipped with a Renegade vox-caster. That model’s autogun or lasgun cannot be replaced and it cannot be equipped with a Chaos sigil.|false|
000001257|6|•|The Renegade Disciple Champion’s autogun can be replaced with one of the following:|false|
000001257|7|-|1 lasgun.|false|
000001257|8|-|1 weapon from the <i><span class="tooltip00583" data-tooltip-content="#tooltip_content00583"><span class="tt">Renegades</span> <span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list and 1 weapon from the <i><span class="tooltip00584" data-tooltip-content="#tooltip_content00584"><span class="tt">Renegades</span> <span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000001258|1|•|This model’s laspistol can be replaced with one of the following: 1 autogun; 1 autopistol; 1 lasgun; 1 shotgun; 1 weapon from the <i><span class="tooltip00583" data-tooltip-content="#tooltip_content00583"><span class="tt">Renegades</span> <span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list.|false|
000001258|2|•|This model’s brutal assault weapon can be replaced with one weapon from the <i><span class="tooltip00584" data-tooltip-content="#tooltip_content00584"><span class="tt">Renegades</span> <span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000001259|1|•|Any number of models can each have their autogun replaced with one of the following:|false|
000001259|2|-|1 lasgun|false|
000001259|3|-|1 shotgun|false|
000001259|4|-|1 brutal assault weapon and 1 autopistol|false|
000001259|5|-|1 brutal assault weapon and 1 laspistol|false|
000001259|6|•|Up to 2 models can each have their autogun replaced with 1 weapon from the <i><span class="tooltip00587" data-tooltip-content="#tooltip_content00587"><span class="tt">Renegades</span> <span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000001259|7|•|The Marauder Chief’s autogun can be replaced with one of the following:|false|
000001259|8|-|1 boltgun|false|
000001259|9|-|1 weapon from the <i><span class="tooltip00583" data-tooltip-content="#tooltip_content00583"><span class="tt">Renegades</span> <span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list and 1 weapon from the <i><span class="tooltip00584" data-tooltip-content="#tooltip_content00584"><span class="tt">Renegades</span> <span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list|false|
000001261|1|•|1 model’s Ogryn weapon can be replaced with 1 Ogryn power drill.|false|
000001263|1|•|Any number of models can each have their autogun replaced with 1 lasgun.|false|
000001263|2|•|Any number of models can each have their heavy stubber replaced with 1 weapon from the <i><span class="tooltip00585" data-tooltip-content="#tooltip_content00585"><span class="tt">Renegades</span> <span class="tt">Heavy</span> <span class="tt">Weapons</span></span></i> list.|false|
000001264|1|•|This model may replace its heavy bolter with a heavy flamer.|false|
000001264|2|•|This model may replace its multi-laser with a heavy flamer or a heavy bolter.|false|
000001264|3|•|This model may take items from the <i><span class="tooltip00554" data-tooltip-content="#tooltip_content00554"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000001265|1|•|Any model may replace its heavy bolter with a heavy flamer or a multi-melta.|false|
000001265|2|•|Any model may take items from the <i><span class="tooltip00554" data-tooltip-content="#tooltip_content00554"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000001266|1|•|Any model may replace its multi-laser with a heavy flamer, autocannon, missile launcher or lascannon.|false|
000001266|2|•|Any model may take a Sentinel chainsaw.|false|
000001266|3|•|Any model may take a hunter-killer missile.|false|
000001267|1|•|Any model may replace its multi-laser with a heavy flamer, autocannon, missile launcher, lascannon or plasma cannon.|false|
000001267|2|•|Any model may take a Sentinel chainsaw.|false|
000001267|3|•|Any model may take a hunter-killer missile.|false|
000001268|1|•|Any number of models can each be equipped with 1 hunter-killer missile.|false|
000001268|2|•|Any number of models can each be equipped with one of the following: 1 heavy stubber; 1 storm bolter.|false|
000001270|1|•|Any model may replace its multi-laser with a lascannon.|false|
000001270|2|•|Any model may replace its hellstrike missiles with two multiple rocket pods.|false|
000001270|3|•|Any model may take two heavy bolters.|false|
000001271|1|•|Any model may replace its battle cannon with an eradicator nova cannon, exterminator autocannon, vanquisher battle cannon, demolisher cannon, executioner plasma cannon or punisher gatling cannon.|false|
000001271|2|•|Any model may replace its heavy bolter with a heavy flamer or a lascannon.|false|
000001271|3|•|Any model may take two heavy bolters, two heavy flamers, two multi-meltas or two plasma cannons.|false|
000001271|4|•|Any model may take items from the <i><span class="tooltip00554" data-tooltip-content="#tooltip_content00554"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000001273|1|•|Any model may replace its heavy bolter with a heavy flamer.|false|
000001273|2|•|Any model may take items from the <i><span class="tooltip00554" data-tooltip-content="#tooltip_content00554"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000001275|1|•|Any number of models can each have their heavy bolter replaced with 1 heavy flamer.|false|
000001275|2|•|Any number of models can each be equipped with one of the following: 1 heavy stubber; 1 storm bolter.|false|
000001276|1|•|Any model may replace its heavy bolter with a heavy flamer.|false|
000001276|2|•|Any model may take items from the <i><span class="tooltip00554" data-tooltip-content="#tooltip_content00554"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000001277|1|•|Any model may replace its heavy bolter with a heavy flamer.|false|
000001277|2|•|Any model may take items from the <i><span class="tooltip00554" data-tooltip-content="#tooltip_content00554"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000001278|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000001278|2|•|This model can be equipped with 1 storm bolter or 1 heavy stubber.|false|
000001283|1|•|This model's 2 autocannons can be replaced with 2 heavy bolters or 2 lascannons.|false|
000001283|2|•|This model’s heavy bolter can be replaced with 1 autocannon or 1 lascannon.|false|
000001283|3|•|This model can be equipped with 1 hunter-killer missile.|false|
000001283|4|•|This model can be equipped with 1 storm bolter or 1 heavy stubber.|false|
000001285|1|•|This model can have 2 of its heavy bolters replaced with one of the following: 2 autocannons; 2 lascannons.|false|
000001285|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000001285|3|•|This model can be equipped with 1 storm bolter or 1 heavy stubber.|false|
000001286|1|•|This model may take a hunter-killer missile.|false|
000001286|2|•|This model may take a storm bolter or a heavy stubber.|false|
000001286|3|•|This model may take either two sponsons, or four sponsons; each sponson is equipped with a lascannon and either a twin heavy bolter or twin heavy flamer.|false|
000001287|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|false|
000001287|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000001287|3|•|This model can be equipped with 1 storm bolter or 1 heavy stubber.|false|
000001289|1|•|This model’s 2 heavy stubbers can be replaced with one of the following: 2 heavy bolters; 2 heavy flamers.|false|
000001289|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000001289|3|•|This model can be equipped with one of the following: 1 storm bolter; 1 heavy stubber.|false|
000001290|1|•|This model can be equipped with one of the following: 2 autocannons; 2 heavy bolters; 2 heavy flamers.|false|
000001290|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000001290|3|•|This model can be equipped with one of the following: 1 heavy stubber; 1 storm bolter.|false|
000001291|1|•|This model’s 2 heavy stubbers can be replaced with one of the following: 2 heavy bolters; 2 heavy flamers.|false|
000001291|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000001291|3|•|This model can be equipped with one of the following: 1 storm bolter; 1 heavy stubber.|false|
000001292|1|•|This model’s 2 heavy stubbers can be replaced with one of the following: 2 heavy bolters; 2 heavy flamers.|false|
000001292|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000001292|3|•|This model can be equipped with one of the following: 1 storm bolter; 1 heavy stubber.|false|
000001293|1|•|This model’s impaler harpoon can be replaced with 1 slaughter blade.|false|
000001295|1|•|Each of this model's Decimator butcher cannons can be replaced with one of the following: Decimator conversion beamer; soulburner petard; storm laser; 1 hellflamer and 1 Decimator claw.|false|
000001296|1|•|This model’s iron claw can be replaced with 1 warpsword.|false|
000001299|1|•|Each of this model’s hellforged heavy plasma cannons can be replaced with one of the following: 1 conversion beam cannon; 1 hellforged kheres-pattern assault cannon; 1 multi-melta; 1 twin hellforged autocannon; 1 twin heavy bolter; 1 twin lascannon; 1 twin volkite culverin; 1 hellforged Dreadnought chainfist and 1 combi-bolter; 1 hellforged Dreadnought combat weapon and 1 combi-bolter.|false|
000001299|2|•|Each of this model’s combi-bolters can be replaced with one of the following: 1 graviton blaster; 1 heavy flamer; 1 hellforged plasma blaster.|false|
000001299|3|•|This model can be equipped with 1 hellforged cyclone missile launcher.|false|
000001300|1|•|This model can be equipped with one of the following: 1 heavy bolter; 1 multi-melta; 1 twin heavy bolter; 1 twin heavy flamer.|false|
000001300|2|•|This model can be equipped with 1 hellforged hunter-killer missile.|false|
000001300|3|•|This model can be equipped with 1 combi-bolter.|false|
000001300|4|•|This model can be equipped with one of the following: 1 explorator augury web; 1 heavy armour.|false|
000001301|1|•|This model’s 2 twin helIforged multi-meltas can be replaced with 2 twin volkite culverins.|false|
000001301|2|•|This model can be equipped with 1 hellforged hunter-killer missile.|false|
000001301|3|•|This model can be equipped with 1 combi-bolter.|false|
000001302|1|•|This model’s plasma destroyer can be replaced with one of the following: 1 conversion beam cannon; 1 infernus cannon; 1 magna-melta cannon.|false|
000001302|2|•|This model can be equipped with one of the following: 2 heavy bolters; 2 heavy flamers; 2 lascannons.|false|
000001302|3|•|This model can be equipped with 1 combi-bolter.|false|
000001302|4|•|This model can be equipped with 1 hellforged hunter-killer missile.|false|
000001303|1|•|This model can be equipped with 1 hellforged hunter-killer missile.|false|
000001303|2|•|This model can be equipped with 1 combi-bolter.|false|
000001304|1|•|This model can be equipped with one of the following: 2 heavy bolters; 2 lascannons.|false|
000001304|2|•|This model can be equipped with 1 hellforged hunter-killer missile.|false|
000001304|3|•|This model can be equipped with 1 combi-bolter.|false|
000001305|1|•|This model can be equipped with one of the following: 2 heavy bolters; 2 lascannons.|false|
000001305|2|•|This model can be equipped with 1 hellforged hunter-killer missile.|false|
000001305|3|•|This model can be equipped with 1 combi-bolter.|false|
000001306|1|•|This model's 2 quad lascannons can be replaced with 2 laser destroyers.|false|
000001306|2|•|This model's twin heavy bolter can be replaced with 1 twin heavy flamer.|false|
000001306|3|•|This model can be equipped with one of the following: 1 heavy bolter; 1 heavy flamer; 1 multi-melta; 1 combi-bolter.|false|
000001307|1|•|This model’s anvillus autocannon battery can be replaced with one of the following: 1 arachnus heavy lascannon battery; 1 hellfire plasma carronade; 1 volkite falconet battery.|false|
000001307|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer.|false|
000001307|3|•|This model can be equipped with one of the following: 1 aiolos missile launcher; boreas air defence missiles.|false|
