faction_id|name|type|cp_cost|legend|source_id|description|id|
HAR|THE LABYRINTH LAUGHS|Harlequins Stratagem|1|Like some living thing, the webway itself spits forth fresh warriors to spite those who have done it harm.||Use this Stratagem when a <span class="tooltip00504" data-tooltip-content="#tooltip_content00504" data-tooltip-anchor="#tooltip_content00504"><span class="kwb">WEBWAY</span> <span class="kwb">GATE</span></span> from your army is destroyed but before you remove the model from the battlefield. Immediately set up one <span class="kwb">AELDARI</span> unit from your army that has not yet been deployed from the webway, wholly within 3" of the Webway Gate and not within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units. After you have done so, remove the Webway Gate from the battlefield as normal. Units set up with this Stratagem can be set up during the first battle round, regardless of any mission rules.|000002815018|
HAR|LIGHTNING-FAST REACTIONS|Harlequins Stratagem|2|Harlequins weave and dodge with incredible speed, and can even catch bullets out of the air with mocking ease.||Use this Stratagem when a HARLEQUINS unit from your army is targeted by a ranged or melee weapon. Subtract 1 from all <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> made against that unit for the rest of the phase.|000002815019|
HAR|HAYWIRE GRENADE|Harlequins Stratagem|1|Haywire grenades send out a powerful electromagnetic pulse that can cripple enemy vehicles.||Use this Stratagem before a HARLEQUINS model from your army throws a plasma grenade at a VEHICLE unit. You only make a single <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> for that grenade but, if it hits, the enemy unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> instead of the normal damage.|000002815020|
HAR|WEBWAY AMBUSH|Harlequins Stratagem|1|Webway Gates pose an ever-present threat to the Aeldari’s foes.||Use this Stratagem at the end of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Choose a <span class="tooltip00504" data-tooltip-content="#tooltip_content00504" data-tooltip-anchor="#tooltip_content00504"><span class="kwb">WEBWAY</span> <span class="kwb">GATE</span></span> from your army. Either two units in a webway spar can emerge from that Webway Gate this turn, or one unit can emerge from that Webway Gate this turn and can be set up wholly within 3" of it and more than 1" away from any enemy models.|000002815027|
HAR|PIVOTAL ROLE|Harlequins Stratagem|1|Certain characters are crucial to the seamless execution of the chosen Saedath. Harlequins assuming such pivotal roles perform with nigh on supernatural grace amidst the fiery limelight of war.|000000123|Use this Stratagem before the battle. Select one <span class="tooltip02881" data-tooltip-content="#tooltip_content02881" data-tooltip-anchor="#tooltip_content02881"><span class="kwb">TROUPE</span> <span class="kwb">MASTER</span></span>, <span class="tooltip02879" data-tooltip-content="#tooltip_content02879" data-tooltip-anchor="#tooltip_content02879"><span class="kwb">SHADOWSEER</span></span>, <span class="tooltip02880" data-tooltip-content="#tooltip_content02880" data-tooltip-anchor="#tooltip_content02880"><span class="kwb">DEATH</span> <span class="kwb">JESTER</span></span> or <span class="tooltip03391" data-tooltip-content="#tooltip_content03391" data-tooltip-anchor="#tooltip_content03391"><span class="kwb">SOLITAIRE</span></span> model from your army. That model gains one of their respective <a href="/wh40k9ed/factions/harlequins/#Pivotal-Roles">Pivotal Role</a> abilities. This does not replace an existing ability. Each model from your army can have no more than one Pivotal Role ability, and each Pivotal Role ability models in your army have must be different.|000004301002|
HAR|POLYCHROMATIC STORM|Harlequins Stratagem|2|In the breathless heartbeat before battle begins, the Harlequin forces explode into a kaleidoscopic myriad that bewilders the foe as to their true location and numbers.|000000123|Use this Stratagem at the start of the first battle round, before the first turn begins. Select up to three HARLEQUINS units from your army that are on the battlefield. Remove them from the battlefield and set them up again. When setting them up, you can use any abilities or Stratagems that would allow them to be set up in a different location during deployment (e.g. <a href="/wh40k9ed/factions/harlequins/#Stratagems-1">Webway Assault</a>). If both players have abilities that redeploy units, <a href="/wh40k9ed/the-rules/core-rules/#Roll-offs">roll off</a>: the winner chooses who redeploys their units first. You can only use this Stratagem once.|000004301003|
HAR|MURDEROUS ENTRANCE|Harlequins Stratagem|2|These Harlequins launch themselves into the bloody dance of war with furious vigour, their roles to seize the enemy’s attention through an explosive burst of violence.|000000123|Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, the first time a HARLEQUINS unit from your army is selected to fight that phase. Until the end of the phase, if that unit made a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a> this turn, add 1 to the Damage characteristic of melee weapons models in that unit are equipped with.|000004301004|
HAR|THE CURTAIN FALLS|Harlequins Stratagem|2|One moment the Harlequins are a bewildering storm of blades and lashing fists and feet. The next they are gone, vanished behind a veil of illusory terrors.|000000123|Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when a HARLEQUINS unit from your army would <a href="/wh40k9ed/the-rules/core-rules/#Consolidate">consolidate</a>. Until the end of the phase, instead of consolidating, that unit can <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fall Back</a> or move as if it were your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a> (but cannot <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a>).|000004301005|
HAR|TWILIT ENCORE|Harlequins Stratagem|1|The foe may not comprehend their role in the saedath – and may even try to blunder away in confusion and fear – but the steps must be observed to the bloody end.|000000123|Use this Stratagem in your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, when an enemy unit within 1" of a <span class="tooltip03393" data-tooltip-content="#tooltip_content03393" data-tooltip-anchor="#tooltip_content03393"><span class="kwb">HARLEQUINS</span> <span class="kwb">TROUPE</span></span> unit from your army <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falls Back</a>. After that enemy unit has moved, that HARLEQUINS TROUPE unit can <a href="/wh40k9ed/the-rules/core-rules/#Consolidate">consolidate</a> up to 6"; each model in that HARLEQUINS TROUPE unit must end that move closer to the closest model from the unit that <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fell Back</a>, or, if another enemy unit is now closer, the closest enemy model.|000004301006|
HAR|THE FOES OF THE MIND|Harlequins Stratagem|2|Stretching out with their otherworldly powers, the Shadowseer plucks images of terror from each enemy’s mind and sets the phantasms whirling in a twisted puppet show to distract and dismay.|000000123|Use this Stratagem at the start of the <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting</a> or <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Select one <span class="tooltip02879" data-tooltip-content="#tooltip_content02879" data-tooltip-anchor="#tooltip_content02879"><span class="kwb">SHADOWSEER</span></span> from your army. Until the end of the phase, that model’s <span class="redfont">Shield from Harm</span> ability affects friendly <span class="tooltip00506" data-tooltip-content="#tooltip_content00506" data-tooltip-anchor="#tooltip_content00506"><span class="kwb2">&lt;<span class="kwb3">M</span>ASQUE&gt;</span></span> units, not just friendly <span class="tooltip00507" data-tooltip-content="#tooltip_content00507" data-tooltip-anchor="#tooltip_content00507"><span class="kwb2">&lt;<span class="kwb3">M</span>ASQUE&gt;</span> <span class="kwb">INFANTRY</span></span> units.|000004301007|
HAR|MYTHIC ROLE|Harlequins Stratagem|1|Shadowseers can see those moments when the warriors of the now most closely embody the mythic heroes of long ago. They do all they can to aid those who unknowingly don such mantles.|000000123|Use this Stratagem before the battle, if your army includes a <span class="tooltip02879" data-tooltip-content="#tooltip_content02879" data-tooltip-anchor="#tooltip_content02879"><span class="kwb">SHADOWSEER</span></span>. Select one AELDARI unit from your army. Each time that unit is chosen to shoot or fight, you can re-roll one <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> or one <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> for those attacks. You can only use this Stratagem once.|000004301008|
HAR|EYE OF DAMNATION|Harlequins Stratagem|1|Those hapless fools who strike down a Solitaire only doom themselves, for to catch the eye of one so damned is to be tainted by that same dark fate.|000000123|Use this Stratagem when a <span class="tooltip03391" data-tooltip-content="#tooltip_content03391" data-tooltip-anchor="#tooltip_content03391"><span class="kwb">SOLITAIRE</span></span> unit from your army is destroyed as a result of an attack made with a melee weapon by an enemy model. That model’s unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. This Stratagem cannot be used in conjunction with the <a href="/wh40k9ed/factions/harlequins/#Stratagems-1">No Price Too Steep</a> Stratagem.|000004301009|
HAR|VIRTUOSOS OF THE WEBWAY|Harlequins Stratagem|1|The labyrinthine twists of the webway hold no mystery to the Harlequins of the Laughing God, who step between one realm and the next with insulting ease.|000000123|Use this Stratagem at the end of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Select one <span class="tooltip00503" data-tooltip-content="#tooltip_content00503" data-tooltip-anchor="#tooltip_content00503"><span class="kwb">HARLEQUINS</span> <span class="kwb">INFANTRY</span></span> unit from your army not within 1" of any enemy models. Remove that unit from the battlefield. At the end of your next Movement phase, set up that unit anywhere on the battlefield that is more than 9" from any enemy models.|000004301010|
HAR|NO PRICE TOO STEEP|Midnight Sorrow Stratagem|2|Death is seen as just another sacrifice to the Midnight Sorrow, one they are ever willing to make in order to defeat the scourge of Chaos once and for all.||Use this Stratagem when a <span class="tooltip00509" data-tooltip-content="#tooltip_content00509" data-tooltip-anchor="#tooltip_content00509"><span class="kwb">MIDNIGHT</span> <span class="kwb">SORROW</span> <span class="kwb">CHARACTER</span></span> from your army is slain. Before removing the model as a casualty, it can fight as if it were the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. If that character was a <span class="tooltip03391" data-tooltip-content="#tooltip_content03391" data-tooltip-anchor="#tooltip_content03391"><span class="kwb">SOLITAIRE</span></span>, or it was slain by a <span class="tooltip00510" data-tooltip-content="#tooltip_content00510" data-tooltip-anchor="#tooltip_content00510"><span class="kwb">CHAOS</span></span> unit, add 1 to its Strength and Attacks characteristics when resolving that fight.|000002815021|
HAR|THE SILKEN KNIFE|Silent Shroud Stratagem|2|As the Harlequins launch their attack, a pall of terrible silence and suffocating fear falls across the enemy, leaving them numbed and near catatonic.||Use this Stratagem at the start of the <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>. Select a <span class="tooltip00511" data-tooltip-content="#tooltip_content00511" data-tooltip-anchor="#tooltip_content00511"><span class="kwb">SILENT</span> <span class="kwb">SHROUD</span></span> unit from your army. Enemy units cannot fire <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> against that unit in this phase.|000002815026|
HAR|SKYSTRIDE|Soaring Spite Stratagem|1|The Harlequins of this masque excel in the Dance of the Weaver Serpents, not even touching the ground as they fight.||Use this Stratagem just before a <span class="tooltip00512" data-tooltip-content="#tooltip_content00512" data-tooltip-anchor="#tooltip_content00512"><span class="kwb">SOARING</span> <span class="kwb">SPITE</span> <span class="kwb">INFANTRY</span></span> unit <a href="/wh40k9ed/the-rules/core-rules/#Consolidate">consolidates</a>. Instead of moving towards the nearest enemy model, the unit consolidates up to 6" towards the nearest <span class="tooltip02806" data-tooltip-content="#tooltip_content02806" data-tooltip-anchor="#tooltip_content02806"><span class="kwb">SOARING</span> <span class="kwb">SPITE</span> <span class="kwb">TRANSPORT</span></span> from your army. If all models in the unit end this move within 3" of the transport, the unit may immediately embark upon it (if it has sufficient capacity remaining) as if it were the <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a> (and can do so even if they disembarked from the transport during the same turn).|000002815025|
HAR|CAPRICIOUS REFLECTIONS|Veiled Path Stratagem|1|That which is, is not. That which is not, might perhaps be. That which might be is upon you with blade already in hand.||Use this Stratagem at the end of your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>. Select a <span class="tooltip00514" data-tooltip-content="#tooltip_content00514" data-tooltip-anchor="#tooltip_content00514"><span class="kwb">VEILED</span> <span class="kwb">PATH</span></span> unit from your army. That unit can immediately perform a <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">Heroic Intervention</a> as if it were a <a href="/wh40k9ed/the-rules/core-rules/#Characters">CHARACTER</a>.|000002815022|
INQ|TO THE EXCLUSION OF ALL ELSE...|Inquisition – Battle Tactic Stratagem|1|When an Inquisitor sights their quarry, they command all nearby allies to concentrate upon them.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a> or your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>, when an <span class="kwb">IMPERIUM</span> <span class="kwb">INFANTRY</span> or <span class="kwb">IMPERIUM</span> <span class="kwb">BIKER</span> unit from your army that is within 6" of a friendly <span class="tooltip00515" data-tooltip-content="#tooltip_content00515" data-tooltip-anchor="#tooltip_content00515"><span class="kwb">INQUISITOR</span></span> unit fires <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> or is chosen to shoot or fight with. Until the end of that phase, when resolving an attack made by a model in that <span class="kwb">IMPERIUM</span> <span class="kwb">INFANTRY</span> or <span class="kwb">IMPERIUM</span> <span class="kwb">BIKER</span> unit against an enemy unit specified in that <span class="kwb">INQUISITOR</span> unit’s <a href="/wh40k9ed/factions/inquisition/#Quarry">Quarry</a> ability, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1.|000003844002|
INQ|EXECUTION BOMBARDMENT|Inquisition – Epic Deed Stratagem|4|Once an Inquisitor has passed judgement upon their quarry, there is no limit to the magnitude of weaponry they can bring to bear against them.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, if an <span class="tooltip00515" data-tooltip-content="#tooltip_content00515" data-tooltip-anchor="#tooltip_content00515"><span class="kwb">INQUISITOR</span></span> model from your army is on the battlefield. Select one point on the battlefield and roll one D6 for each unit within 2D6" of that point, subtracting 1 from the result if the unit being rolled for is a <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a>. On a 4+ the unit being rolled for suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. You can only use this Stratagem once per battle.|000003844003|
INQ|ARBITER OF THE EMPEROR’S WILL|Inquisition – Requisition Stratagem|1|Such is the power conveyed by the Inquisitorial mandate that every agent of the Ordos acts with the implicit authority of the Emperor himself.||Use this Stratagem before the battle. Select one <span class="tooltip00515" data-tooltip-content="#tooltip_content00515" data-tooltip-anchor="#tooltip_content00515"><span class="kwb">INQUISITOR</span></span> model from your army that is not your <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord"><span class="kwb">WARLORD</span></a> and determine one Warlord Trait for it; it is regarded as your <span class="kwb">WARLORD</span> for the purposes of that Warlord Trait. If that model is not a named character or <span class="kwb">VEHICLE</span>, you can then give one <a href="/wh40k9ed/factions/inquisition/#Relics-of-the-Inquisition">Relic of the Inquisition</a> to that model. All of the Relics your army includes must be different and be given to different models. You can only use this Stratagem once per battle.|000003844004|
INQ|ALPHA-CLASS PSYKER|Inquisition – Requisition Stratagem|1|While many Inquisitors possess psychic abilities, some are so ferociously powerful that they are considered abominations by their more puritan peers.||Use this Stratagem before the battle. Select one <span class="tooltip00516" data-tooltip-content="#tooltip_content00516" data-tooltip-anchor="#tooltip_content00516"><span class="kwb">PSYKER</span> <span class="kwb">INQUISITOR</span></span> model from your army that is not a named character. This model knows one additional psychic power from the <b><a href="/wh40k9ed/factions/inquisition/#Telethesia-Discipline">Telethesia discipline</a></b>, and can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> one additional psychic power in your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>. You can only use this Stratagem once per battle.|000003844005|
INQ|STRATEGIC EXCRUCIATION|Inquisition – Strategic Ploy Stratagem|1|There is a horrible art to the battlefield interrogation of captured foes. It must be done swiftly and with the greatest efficacy, for prying loose the enemy’s secrets by any means is often the key to victory.||Use this Stratagem in any phase, after an enemy <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a> unit is destroyed within 3" of any <span class="tooltip00517" data-tooltip-content="#tooltip_content00517" data-tooltip-anchor="#tooltip_content00517"><span class="kwb">INQUISITION</span></span> units from your army. Gain D3 <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command points</a> and subtract 1 from the Leadership characteristic of enemy units until the end of the battle. You can only use this Stratagem once per battle.|000003844006|
INQ|CLANDESTINE OPERATION|Inquisition – Strategic Ploy Stratagem|1|Often an Inquisitor will work undercover, only revealing themselves when the moment is right.||Use this Stratagem during deployment. Select one <span class="tooltip00518" data-tooltip-content="#tooltip_content00518" data-tooltip-anchor="#tooltip_content00518"><span class="kwb">INFANTRY</span> <span class="kwb">INQUISITOR</span></span> unit and up to one <span class="tooltip03394" data-tooltip-content="#tooltip_content03394" data-tooltip-anchor="#tooltip_content03394"><span class="kwb">ACOLYTE</span></span>, up to one <span class="tooltip03060" data-tooltip-content="#tooltip_content03060" data-tooltip-anchor="#tooltip_content03060"><span class="kwb">DAEMONHOST</span></span> and up to one <span class="tooltip03395" data-tooltip-content="#tooltip_content03395" data-tooltip-anchor="#tooltip_content03395"><span class="kwb">JOKAERO</span></span> unit. These units can be set up anywhere on the battlefield that is more than 9" away from any enemy deployment zones, but all models set up in this way must be set up within 6" of the selected <span class="kwb">INQUISITOR</span> unit. You can only use this Stratagem once per battle.|000003844007|
NEC|TALENT FOR ANNIHILATION|Mephrit – Strategic Ploy Stratagem|1|The Mephrit seek not merely to defeat their foes, but to entirely expunge them from the face of the galaxy.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="kwb">MEPHRIT</span> unit from your army is selected to shoot. Until the end of the phase, each time a model in that unit makes an attack, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage (a maximum of 3 mortal wounds can be inflicted per phase via this Stratagem).|000004702002|
NEC|DIMENSIONAL CORRIDOR|Necrons – Battle Tactic Stratagem|1|Obeying recall protocols, this unit step into a temporary dimensional displacement tunnel and re-emerge from the eternity gate of a nearby Monolith.||Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Select one <span class="tooltip00529" data-tooltip-content="#tooltip_content00529" data-tooltip-anchor="#tooltip_content00529"><span class="kwb2">&lt;<span class="kwb3">D</span>YNASTY&gt;</span> <span class="kwb">CORE</span> <span class="kwb">INFANTRY</span></span> unit from your army that is on the battlefield. Remove that unit from the battlefield. In the <a href="/wh40k9ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of this phase, set that unit back up on the battlefield anywhere that is wholly within 3" of a friendly <span class="tooltip03139" data-tooltip-content="#tooltip_content03139" data-tooltip-anchor="#tooltip_content03139"><span class="kwb2">&lt;<span class="kwb3">D</span>YNASTY&gt;</span> <span class="kwb">MONOLITH</span></span> model and more than 9" away from any enemy models.|000002747002|
NEC|TECHNO-ORACULAR TARGETING|Necrons – Battle Tactic Stratagem|1|Guided by the painstaking predictions of a conclave of astromancers, this shot strikes inescapably true.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, before making the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> for an attack made by a <span class="kwb">NECRONS</span> model from your army. Do not make a wound roll for that attack: it automatically wounds the target.|000002747003|
NEC|EXTERMINATION PROTOCOLS|Necrons – Battle Tactic Stratagem|2|Lokhust Destroyers have sacrificed every last ember of their souls in order to pursue the eradication of all mortal life.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip03396" data-tooltip-content="#tooltip_content03396" data-tooltip-anchor="#tooltip_content03396"><span class="kwb">LOKHUST</span> <span class="kwb">DESTROYERS</span></span> or <span class="tooltip03397" data-tooltip-content="#tooltip_content03397" data-tooltip-anchor="#tooltip_content03397"><span class="kwb">LOKHUST</span> <span class="kwb">HEAVY</span> <span class="kwb">DESTROYERS</span></span> unit from your army is selected to shoot. Until the end of the phase, each time a model in that unit makes an attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000002747004|
NEC|STORM OF FLENSING BLADES|Necrons – Battle Tactic Stratagem|2|Driven into a grotesque frenzy by the hot gore sluicing through their innards, the Flayed Ones lay about themselves wildly with their vicious talons.||Use this Stratagem at the end of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Select one <span class="tooltip03398" data-tooltip-content="#tooltip_content03398" data-tooltip-anchor="#tooltip_content03398"><span class="kwb">FLAYED</span> <span class="kwb">ONES</span></span> unit from your army within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units; that unit can <a href="/wh40k9ed/the-rules/rules-appendix/#Fight-Again">fight again</a>.|000002747005|
NEC|FRACTAL TARGETING|Necrons – Battle Tactic Stratagem|1|Augmentative targeting routines have been pre-programmed into these Tomb Blades' strategic engagement protocols, holding the craft momentarily level as they lock on to their victims and unleash a withering barrage of fire.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>. Select one <span class="tooltip03399" data-tooltip-content="#tooltip_content03399" data-tooltip-anchor="#tooltip_content03399"><span class="kwb">TOMB</span> <span class="kwb">BLADES</span></span> unit from your army. Until the end of the phase:<br><ul><li>All <a href="/wh40k9ed/the-rules/core-rules/#RAPID-FIRE">Rapid Fire weapons</a> that models in that unit are equipped with are treated as being <a href="/wh40k9ed/the-rules/core-rules/#ASSAULT">Assault 2</a> weapons.</li><li>Models in that unit do not suffer the penalty to <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> incurred for firing <a href="/wh40k9ed/the-rules/core-rules/#ASSAULT">Assault weapons</a> in the same turn that their unit has <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advanced</a>.</li></ul>|000002747006|
NEC|JUDGEMENT OF THE TRIARCH|Necrons – Battle Tactic Stratagem|1|Those who defy the will of the Final Triarch are subject to swift and merciless retribution.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip03400" data-tooltip-content="#tooltip_content03400" data-tooltip-anchor="#tooltip_content03400"><span class="kwb">TRIARCH</span></span> unit is selected to shoot, or in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when a <span class="kwb">TRIARCH</span> unit is selected to fight. Until the end of the phase, each time a model in that unit makes an attack, add 1 to that attack's <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000002747007|
NEC|ETERNAL PROTECTORS|Necrons – Battle Tactic Stratagem|1|Lychguard are the ultimate bodyguards; they never tire, never give a thought to their own safety over that of their master and fight all the harder as the danger to that master grows greater.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Select a <span class="tooltip03401" data-tooltip-content="#tooltip_content03401" data-tooltip-anchor="#tooltip_content03401"><span class="kwb2">&lt;<span class="kwb3">D</span>YNASTY&gt;</span> <span class="kwb">LYCHGUARD</span></span> unit from your army. Until the end of the phase, while that unit is within 3" of a friendly <span class="tooltip00523" data-tooltip-content="#tooltip_content00523" data-tooltip-anchor="#tooltip_content00523"><span class="kwb2">&lt;<span class="kwb3">D</span>YNASTY&gt;</span> <span class="kwb">NOBLE</span></span> model, add 1 to the Attacks characteristic of each model in that unit.|000002747008|
NEC|RESURRECTION PROTOCOLS|Necrons – Epic Deed Stratagem|1|Necron rulers possess sophisticated self-repair systems that can reknit their corporeal forms after even the most grievous wounds.||Use this Stratagem in any phase, when a <span class="tooltip00533" data-tooltip-content="#tooltip_content00533" data-tooltip-anchor="#tooltip_content00533"><span class="kwb">NECRONS</span> <span class="kwb">INFANTRY</span> <span class="kwb">NOBLE</span></span> or <span class="tooltip00534" data-tooltip-content="#tooltip_content00534" data-tooltip-anchor="#tooltip_content00534"><span class="kwb">NECRONS</span> <span class="kwb">INFANTRY</span> <span class="kwb">CRYPTEK</span></span> model from your army is destroyed. You can choose to roll one D6 at the end of the phase instead of using any rules that are triggered when that model is destroyed (e.g. the <span class="redfont">Surrogate Hosts</span> abilities). If you do, then on a 4+, set that model back up on the battlefield as close as possible to where they were destroyed and more than 1" away from any enemy models, with D3 wounds remaining. This Stratagem cannot be used to set the same model back up more than once per battle.|000002747009|
NEC|STRANGE ECHOES|Necrons – Epic Deed Stratagem|1|Battling its imprisonment, this C'tan Shard shows a flicker of will as it moulds its powers anew to the alarm of friend and foe alike.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>. Select one <span class="tooltip00531" data-tooltip-content="#tooltip_content00531" data-tooltip-anchor="#tooltip_content00531"><span class="kwb">C'TAN</span> <span class="kwb">SHARD</span></span> model from your army. Select one of the powers from the <b><a href="/wh40k9ed/factions/necrons/#Powers-of-the-C-tan">Powers of the C'tan</a></b> that the model does not know. The selected power replaces one of the Powers of the C'tan that the model does know.|000002747010|
NEC|THE DEATHLESS ARISE|Necrons – Epic Deed Stratagem|1|Focusing all of its talents, this Technomancer drags rank upon rank of sundered Necron soldiery back to their feet.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>. Select one <span class="tooltip03402" data-tooltip-content="#tooltip_content03402" data-tooltip-anchor="#tooltip_content03402"><span class="kwb">TECHNOMANCER</span></span> model from your army. Until the end of the phase, that model can use its <span class="redfont">Rites of Reanimation</span> ability one additional time.|000002747011|
NEC|DIMENSIONAL DESTABILISATION|Necrons – Epic Deed Stratagem|2/1|As the powers of this C'tan Shard reshape reality, its aftershocks roll across the battlefield, triggering further cosmic phenomena.||Use this Stratagem at the end of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, when a <span class="tooltip00531" data-tooltip-content="#tooltip_content00531" data-tooltip-anchor="#tooltip_content00531"><span class="kwb">C'TAN</span> <span class="kwb">SHARD</span></span> model from your army has used a Power of the C'tan. Roll one D6; that model can immediately use the corresponding power from the <b><a href="/wh40k9ed/factions/necrons/#Powers-of-the-C-tan">Powers of the C'tan</a></b>, even if it has already been used this turn. If that model has the <span class="kwb">TITANIC</span> keyword, this Stratagem costs 2CP; otherwise it costs 1CP.|000002747012|
NEC|ENTROPIC STRIKE|Necrons – Epic Deed Stratagem|2|With every clenched fist, searing gaze and contemptuous gesture, the C'tan Shard obliterates from existence the matter that comprises its enemies.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when a <span class="tooltip00531" data-tooltip-content="#tooltip_content00531" data-tooltip-anchor="#tooltip_content00531"><span class="kwb">C'TAN</span> <span class="kwb">SHARD</span></span> model from your army is selected to fight. Until the end of the phase, each time a melee attack is made by that model, <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saving throws</a> cannot be taken against that attack.|000002747013|
