id|type|name|legend|is_other_wargear|faction_id|description|
000003781||Has Yoo Been a Good Little Grot This Year?||Нет|ORK|At the end of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, you can select one other <span class="tooltip00815" data-tooltip-content="#tooltip_content00815" data-tooltip-anchor="#tooltip_content00815"><span class="kwb">GRETCHIN</span></span> unit within 3" of this model. If you do, roll one D6; on a 1, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. On a 2+, models in that unit count as being equipped with stikkbombs until the end of the battle.|
000003803||Skilful Parry||Нет|SM|Each time a melee attack is made against this model, subtract 1 from the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003804||Devout||Нет|SM|In your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, this unit can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> one psychic power as if it were a <span class="kwb">PSYKER</span>.|
000003819|Abilities|Malicious Volleys|To a Heretic Astartes the boltgun is far more than a weapon, it is an instrument of his anger and the bringer of death to his foes.|Нет|CSM|Instead of following the normal rules for <a href="/wh40k9ed/the-rules/core-rules/#RAPID-FIRE">Rapid Fire weapons</a>, models in this unit firing Rapid Fire bolt weapons make double the <a href="/wh40k9ed/the-rules/core-rules/#Number-of-Attacks-1">number of attacks</a> if any of the following apply:<br><ul><li>The firing model’s target is within half the weapon’s maximum range.</li><li>The firing model is <span class="tooltip00742" data-tooltip-content="#tooltip_content00742" data-tooltip-anchor="#tooltip_content00742"><span class="kwb">INFANTRY</span></span> and every model in its unit remained stationary in your previous <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>.</li><li>The firing model is a <span class="tooltip00302" data-tooltip-content="#tooltip_content00302" data-tooltip-anchor="#tooltip_content00302"><span class="kwb">TERMINATOR</span></span>, <span class="tooltip01024" data-tooltip-content="#tooltip_content01024" data-tooltip-anchor="#tooltip_content01024"><span class="kwb">BIKER</span></span> or <span class="tooltip01025" data-tooltip-content="#tooltip_content01025" data-tooltip-anchor="#tooltip_content01025"><span class="kwb">HELBRUTE</span></span>.</li></ul>For the purposes of this ability, a Rapid Fire bolt weapon is any bolt weapon with the Rapid Fire type. A bolt weapon is any weapon whose profile includes the word ‘bolt’ (e.g. boltgun, bolt pistol, combi-bolter, Inferno boltgun). Rules that apply to bolt weapons also apply when firing the boltgun profile of combi-weapons and when firing <a href="/wh40k9ed/factions/chaos-space-marines/#Artefacts-of-Chaos">Artefacts of Chaos</a> that replaced a bolt weapon, (e.g. <a href="/wh40k9ed/factions/chaos-space-marines/#Spitespitter">Spitespitter</a>). The Talon of Horus is also a Rapid Fire bolt weapon.|
000003838||Might over Magic||Нет|CD|KHORNE Daemon Princes have an Attacks characteristic of 5, instead of 4.|
000003840||Psyker Unit||Нет|CSM|Before <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a>ing or <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a>ing a psychic power with this unit, select one model in this unit to be the source. When manifesting or denying that psychic power, measure distances and, if required, line of sight from that model. If this unit suffers <a href="/wh40k9ed/the-rules/core-rules/#Perils-of-the-Warp">Perils of the Warp</a>, it suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> as described in the core rules, but units within 6" will only suffer mortal wounds if the Perils of the Warp causes the last model in this unit to be slain.|
000003840||Psyker Unit||Нет|CD|Before <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a>ing or <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a>ing a psychic power with this unit, select one model in this unit to be the source. When manifesting or denying that psychic power, measure distances and, if required, line of sight from that model. If this unit suffers <a href="/wh40k9ed/the-rules/core-rules/#Perils-of-the-Warp">Perils of the Warp</a>, it suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> as described in the core rules, but units within 6" will only suffer mortal wounds if the Perils of the Warp causes the last model in this unit to be slain.|
000003841||Brimstone Horror||Нет|CSM|When a Pair of Brimstone Horrors in this unit is selected as the source for <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifesting</a> or <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">denying</a> a psychic power, that model is destroyed after that psychic power has been resolved or denied.|
000003841||Brimstone Horror||Нет|CD|When a Pair of Brimstone Horrors in this unit is selected as the source for <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifesting</a> or <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">denying</a> a psychic power, that model is destroyed after that psychic power has been resolved or denied.|
000003843||Explodes||Нет|UN|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6" suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.<br><br><i><b>Designer’s Note:</b> If you cannot physically remove this model from your battlefield when it is destroyed (because, for example, it is glued to the surface) then regardless of whether it explodes or not, it is wrecked – from that point on, models can no longer target it, it can no longer shoot etc.</i>|
000003845||Refractor Field||Нет|INQ|This model has a 5+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
000003846||Radical Bond (Aura)||Нет|INQ|Whilst the <span class="tooltip00998" data-tooltip-content="#tooltip_content00998" data-tooltip-anchor="#tooltip_content00998"><span class="kwb">DAEMONHOST</span></span> model that was set up with this model’s <span class="redfont">Malus Codicium</span> ability is within 6" of this model, when resolving an attack made by that model, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> and <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>, and when resolving an attack made against that model, add 1 to its <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a> forthat attack.|
000003847||Agent||Нет|INQ|If this unit contains 1 <span class="kwb">ACOLYTE</span> model at the start of the battle, it gains the <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a> keyword.|
000003914||Kustom Force Field||Нет|ORK|If this model is equipped with a kustom force field, models in friendly ORK units have a 5+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a> against attacks made with ranged weapons whilst their unit is wholly within 9" of this model. In addition, if this model is equipped with a kustom force field and is <a href="/wh40k9ed/the-rules/core-rules/#Embark">embarked</a> within a <span class="tooltip00387" data-tooltip-content="#tooltip_content00387" data-tooltip-anchor="#tooltip_content00387"><span class="kwb">TRANSPORT</span></span> model, that TRANSPORT model has a 5+ invulnerable save against attacks made with ranged weapons.|
000003915||Sawbonez||Нет|ORK|At the end of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, this model can attempt surgery on one friendly <span class="tooltip00377" data-tooltip-content="#tooltip_content00377" data-tooltip-anchor="#tooltip_content00377"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip00821" data-tooltip-content="#tooltip_content00821" data-tooltip-anchor="#tooltip_content00821"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">BIKER</span></span> model within 3". If it does, roll one D6; on a 1 that friendly model loses 1 wound, otherwise it regains D3 lost wounds. Each model can only have surgery attempted on it once per turn. |
000003916||Dok’s Tools||Нет|ORK|When a <span class="tooltip00377" data-tooltip-content="#tooltip_content00377" data-tooltip-anchor="#tooltip_content00377"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip00821" data-tooltip-content="#tooltip_content00821" data-tooltip-anchor="#tooltip_content00821"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">BIKER</span></span> model would lose a wound within 3" of any friendly <span class="tooltip01026" data-tooltip-content="#tooltip_content01026" data-tooltip-anchor="#tooltip_content01026"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">PAINBOYS</span></span>, roll one D6; on a 6, that wound is not lost.|
000003918||Armour of Antilochus||Нет|SM|This model has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>. In addition, when resolving an attack made against this model, halve the damage inflicted (rounding up).|
000003919||Teleport Strike||Нет|SM|During deployment, you can set up this model in a teleportarium chamber instead of setting it up on the battlefield. If you do, at the end of one of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phases</a> you can set up this model anywhere on the battlefield that is more than 9" away from any enemy models.|
000003920||Hood of Hellfire||Нет|SM|When a <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch test</a> is taken for this model to resist a psychic power <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a> by an enemy model within 12", add 1 to the total. In addition, when a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> is taken for this model, you can re-roll the result.|
000003921||Master of Prescience||Нет|SM|When resolving an attack made against this model, subtract 1 from the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003922||Jump Pack Assault||Нет|SM|During deployment, you can set up this model high in the skies instead of setting it up on the battlefield. If you do, at the end of one of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phases</a> you can set up this model anywhere on the battlefield that is more than 9" away from any enemy models.|
000003923||Winged Deliverance||Нет|SM|You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for friendly <span class="tooltip00842" data-tooltip-content="#tooltip_content00842" data-tooltip-anchor="#tooltip_content00842"><span class="kwb">RAVEN</span> <span class="kwb">GUARD</span> <span class="kwb">JUMP</span> <span class="kwb">PACK</span></span> units whilst they are within 6" of this model.|
000003926||Warp Strike||Нет|CW|During deployment, you can set up this model in preparation to launch a warp strike instead of setting it up on the battlefield. If you do, at the end of one of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phases</a> you can set up this model anywhere on the battlefield that is more than 9" away from any enemy models.|
000003927||Banshee Mask||Нет|CW|If this model has a banshee mask, enemy units cannot fire <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> at this model.|
000003928||Mandiblasters||Нет|CW|If this model has mandiblasters, then at the start of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, you can select one enemy INFANTRY unit within 1" of this model. Roll one D6; on a 6, that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
000003929||Devastating Charge||Нет|CSM|This model’s bladed horn weapon has a Strength characteristic of 7 if the bearer made a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a> this turn.|
000003930||Unholy Speed||Нет|CSM|When a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> is made for this unit, you can re-roll the dice.|
000003931||Dodge||Нет|DRU|Models in this unit have a 6+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>. In addition, models in this unit have a 4+ invulnerable save against attacks made with melee weapons.|
000003932||Icon of Chiros||Нет|AS|When a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> is taken for a friendly <span class="tooltip00926" data-tooltip-content="#tooltip_content00926" data-tooltip-anchor="#tooltip_content00926"><span class="kwb">ADEPTUS</span> <span class="kwb">MINISTORUM</span></span> or <span class="tooltip00927" data-tooltip-content="#tooltip_content00927" data-tooltip-anchor="#tooltip_content00927"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span></span> unit whilst they are within 6" of this model, roll one additional D6 and discard one of the dice.|
000003936|Abilities|Sacred Rites|The Adepta Sororitas pray for the Emperor to guide them and fill them with strength.|Нет|AS|This unit gains a bonus depending on which sacred rites are active for your army. After players have determined their mission, you must select one sacred rite from the following table to be active for your army. Alternatively, you can randomly determine two sacred rites from the table to be active for your army by rolling two D6 and looking up the results (if a double is rolled, roll both dice again until two different results are rolled). In either case, these sacred rites are active for your army until the end of the battle. Some rules can make additional sacred rites become active for a unit during the battle. Duplicated active sacred rites on that unit have no additional effect.|
000003937||Brazier of Holy Fire||Да|AS|Whilst any models from your army that have braziers of holy fire are within 6" of any enemy DAEMON units, subtract 1 from the Leadership characteristic of each of those enemy units. In addition, if this model has a brazier of holy fire, then once per battle, when this model fires <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> or is chosen to shoot with, it can unleash the brazier’s holy flames. When it does, select one enemy unit within 12" of this model (if firing Overwatch, you must select the unit that has declared a charge against this model) and roll one D6; on a 2+ that enemy unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> (if that enemy unit is a DAEMON, it suffers D6 mortal wounds instead).|
000003938||Rod of Office||Да|AS|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="tooltip00929" data-tooltip-content="#tooltip_content00929" data-tooltip-anchor="#tooltip_content00929"><span class="kwb2">&lt;<span class="kwb3">O</span>RDER&gt;</span> <span class="kwb">CORE</span></span> or <span class="tooltip00932" data-tooltip-content="#tooltip_content00932" data-tooltip-anchor="#tooltip_content00932"><span class="kwb2">&lt;<span class="kwb3">O</span>RDER&gt;</span> <span class="kwb">CHARACTER</span></span> unit within 12" of the bearer. Until the start of your next Command phase, each time a model in that unit makes an attack, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1.|
000003939||Null rod||Да|AS|The bearer’s unit cannot be targeted or affected by psychic powers. In addition, the bearer has the following ability: ‘<span class="redfont">Null Rod (Aura)</span><b>:</b> Whilst an enemy <span class="kwb">PSYKER</span> unit is within 12" of the bearer, subtract 1 from <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic tests</a> taken for that unit.’|
000003940||Praesidium Protectiva||Нет|AS|This model has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>. Each time an attack is made against this unit, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003941||The Fiery Heart||Нет|AS|The bearer has the following ability: ‘<span class="redfont">The Fiery Heart (Aura)</span><b>:</b> While a friendly <span class="tooltip00930" data-tooltip-content="#tooltip_content00930" data-tooltip-anchor="#tooltip_content00930"><span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> <span class="kwb">CORE</span></span> unit is within 6" of this model, <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale tests</a> taken for that unit are automatically passed.’|
000003942||Solemn Procession||Нет|AS|This model cannot <a href="/wh40k9ed/the-rules/core-rules/#Embark">embark</a> aboard a <a href="/wh40k9ed/the-rules/core-rules/#Transports"><span class="kwb">TRANSPORT</span></a>. For the purposes of the <a href="/wh40k9ed/the-rules/core-rules/#Look-out-Sir">Look Out, Sir</a> rule and any <a href="/wh40k9ed/the-rules/core-rules/#Terrain-Traits">terrain traits</a> (e.g. <a href="/wh40k9ed/the-rules/core-rules/#Dense-Cover">Dense Cover</a>, <a href="/wh40k9ed/the-rules/core-rules/#Obscuring">Obscuring</a> etc.), this model is considered to have a Wounds characteristic of 9, instead of 18.|
000003943||Relics of the Matriarchs||Нет|AS|This model has a number of Relics of the Matriarchs as detailed in the following table:<br><br><div class="BreakInsideAvoid"  style="""><table border="0" bordercolor="#888" cellpadding="4" cellspacing="0" style="border-collapse:collapse;border-width:0px"><tbody><tr><td><table class=" customTable" border="1" bordercolor="#888" cellpadding="4" style="border-collapse:collapse;border-color:#888888;border-width:0px"><tbody><tr><td style="border-width:0 0 1px 0;text-align:center;vertical-align:middle;width:240px;height:0px;"><b>Wounds Remaining</b></td><td style="border-width:0 0 1px 0;text-align:center;vertical-align:middle;width:240px;height:0px;"><b>Relics of the Matriarch</b></td></tr><tr><td style="border-width:0 0 0 0;text-align:center;vertical-align:middle;width:240px;height:0px;">10+</td><td style="border-width:0 0 0 0;text-align:center;vertical-align:middle;width:240px;height:0px;">6</td></tr><tr><td style="border-width:0 0 0 0;text-align:center;vertical-align:middle;width:240px;height:0px;">5-9</td><td style="border-width:0 0 0 0;text-align:center;vertical-align:middle;width:240px;height:0px;">4</td></tr><tr><td style="border-width:0 0 0 0;text-align:center;vertical-align:middle;width:240px;height:0px;">1-4</td><td style="border-width:0 0 0 0;text-align:center;vertical-align:middle;width:240px;height:0px;">2</td></tr></tbody></table></td></tr></tbody></table></div><br>This model can only have one of each Relics of the Matriarchs, below (<span class="redfont">The Fiery Heart</span>, <span class="redfont">Censer of the Sacred Rose</span>, <span class="redfont">Simulacrum of the Ebon Chalice</span>, <span class="redfont">Petals of the Bloody Rose</span>, <span class="redfont">Icon of the Valorous Heart</span> and <span class="redfont">Simulacrum of the Argent Shroud</span>). When this model suffers damage that reduces its number of relics, select which of the Relics of the Matriarchs this model no longer has. If this model regains lost wounds that increase its number of Relics of the Matriarchs, select which of the Relics of the Matriarchs this model regains.|
000003945||Fiery Conviction||Нет|AS|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="tooltip01027" data-tooltip-content="#tooltip_content01027" data-tooltip-anchor="#tooltip_content01027"><span class="kwb">ORDER</span> <span class="kwb2">OF</span> <span class="kwb">OUR</span> <span class="kwb">MARTYRED</span> <span class="kwb">LADY</span> <span class="kwb">CORE</span></span> or <span class="tooltip01028" data-tooltip-content="#tooltip_content01028" data-tooltip-anchor="#tooltip_content01028"><span class="kwb">ORDER</span> <span class="kwb2">OF</span> <span class="kwb">OUR</span> <span class="kwb">MARTYRED</span> <span class="kwb">LADY</span> <span class="kwb">CHARACTER</span></span> unit within 6" of this model. Until the start of your next Command phase, each time a model in that unit makes an attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003946||The Pulpit of Saint Holline’s Basilica (Aura)||Нет|AS|While a friendly <span class="tooltip01029" data-tooltip-content="#tooltip_content01029" data-tooltip-anchor="#tooltip_content01029"><span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> <span class="kwb">INFANTRY</span></span> unit is wholly within 6" of this model, each time a ranged attack is made against that unit, it is treated as having the benefits of <a href="/wh40k9ed/the-rules/core-rules/#Light-Cover">Light Cover</a> against that attack.|
000003947||Explodes||Нет|AS|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6" suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
000003948||Incensor cherub||Да|AS|Once per battle, at the start of any phase, you can roll two D6 and discard one of them. The value of the remaining dice is the value of this unit’s Cherub dice. Until the end of the phase, this unit can perform one <a href="/wh40k9ed/factions/adepta-sororitas/#Acts-of-Faith">Act of Faith</a> using that Cherub dice as if it were a Miracle dice. If a unit has a Cherub dice at the end of the phase, it is discarded.<br><br><i>We recommend placing an Incensor Cherub model next to the unit as a reminder, removing it once this ability has been used (an Incensor Cherub does not count as a model for any rules purposes).</i>|
000003949||Scourge of the Penitent||Нет|AS|If your army is <a href="/wh40k9ed/the-rules/core-rules/#BATTLE-FORGED-ARMIES">Battle-forged</a>, then for each <a href="/wh40k9ed/the-rules/core-rules/#Detachments">Detachment</a> that includes a <span class="tooltip01030" data-tooltip-content="#tooltip_content01030" data-tooltip-anchor="#tooltip_content01030"><span class="kwb">SISTERS</span> <span class="kwb">REPENTIA</span></span> unit, one <span class="kwb">REPENTIA</span> <span class="kwb">SUPERIOR</span> unit can be included in that Detachment without taking up a <a href="/wh40k9ed/the-rules/core-rules/#Battlefield-Role">Battlefield Role</a> slot.|
000003950||Driven Onwards||Нет|AS|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can select one friendly <span class="tooltip01031" data-tooltip-content="#tooltip_content01031" data-tooltip-anchor="#tooltip_content01031"><span class="kwb2">&lt;<span class="kwb3">O</span>RDER&gt;</span> <span class="kwb">SISTERS</span> <span class="kwb">REPENTIA</span></span> unit within 3" of this model. If you do so, until the end of the turn, this model and that unit are both eligible to <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declare a charge</a> in a turn in which they <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advanced</a>, and, until the end of the turn, each time a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> is made for this model or that unit, roll one additional D6 and discard one of the results.|
000003951||Martyrdom||Нет|AS|If this unit is destroyed during any phase other than the <a href="/wh40k9ed/the-rules/core-rules/#MORALE-PHASE">Morale phase</a>, then at the end of that phase, you gain 1 <a href="/wh40k9ed/factions/adepta-sororitas/#Acts-of-Faith">Miracle dice</a>.|
000003952||Solace in Anguish||Нет|AS|Each time a model in this unit would lose a wound, roll one D6: on a 5+, that wound is not lost.|
000003953||Sworn Protectors||Нет|AS|While this unit is within 6" of a friendly <span class="tooltip01032" data-tooltip-content="#tooltip_content01032" data-tooltip-anchor="#tooltip_content01032"><span class="kwb2">&lt;<span class="kwb3">O</span>RDER&gt;</span> <span class="kwb">CANONESS</span> <span class="kwb">SUPERIOR</span></span>, <span class="tooltip01033" data-tooltip-content="#tooltip_content01033" data-tooltip-anchor="#tooltip_content01033"><span class="kwb2">&lt;<span class="kwb3">O</span>RDER&gt;</span> <span class="kwb">CANONESS</span></span>, or <span class="tooltip01034" data-tooltip-content="#tooltip_content01034" data-tooltip-anchor="#tooltip_content01034"><span class="kwb2">&lt;<span class="kwb3">O</span>RDER&gt;</span> <span class="kwb">PALATINE</span></span> model, each time a model in this unit makes an attack, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003955||Zephyrim pennant||Да|AS|The bearer has the following ability: ‘<span class="redfont">The Righteous Path (Aura)</span><b>:</b> While a friendly <span class="tooltip00929" data-tooltip-content="#tooltip_content00929" data-tooltip-anchor="#tooltip_content00929"><span class="kwb2">&lt;<span class="kwb3">O</span>RDER&gt;</span> <span class="kwb">CORE</span></span> unit is within 6" of this model, you can re-roll <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for that unit.’|
000003956||Sky Strike||Нет|AS|During deployment, you can set up this unit in the skies instead of setting it up on the battlefield. If you do so, then in the <a href="/wh40k9ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of one of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phases</a>, you can set up this unit anywhere on the battlefield that is more than 9" away from any enemy models.|
000003957||Angelic Visage||Нет|AS|The <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a> models in this unit receive from the <a href="/wh40k9ed/factions/adepta-sororitas/#Shield-of-Faith">Shield of Faith</a> ability is improved by 1 (to a maximum of 4+).|
000003958||Spiritual Fortitude||Нет|AS|Each time a model in this unit would lose a wound as a result of a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>, roll one D6: on a 5+, that wound is not lost.|
000003959||Stirring Rhetoric (Aura)||Нет|AS|While a friendly <span class="tooltip00700" data-tooltip-content="#tooltip_content00700" data-tooltip-anchor="#tooltip_content00700"><span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span></span> unit is within 6" of this model, each time that unit (or a model in that unit) performs an <a href="/wh40k9ed/factions/adepta-sororitas/#Acts-of-Faith">Act of Faith</a>, you can increase or decrease the value of 1 Miracle dice (or 1 Cherub dice) by 1 before you use it to perform that Act of Faith (to a maximum of 6 and a minimum of 1). This is not cumulative with any other abilities that can increase or decrease the value of a Miracle dice or a Cherub dice.|
000003960||Litany of Deeds||Нет|AS|This model gains an ability (see below) depending on which tale it is recounting. At the start of the battle, before the first turn begins, you must select one tale from the following list for this model to recount, and make a note of it on your <a href="/wh40k9ed/the-rules/core-rules/#Battle-forged-Army-Roster">army roster</a>. You cannot select a tale that another model from your army is already recounting unless all three tales are being recounted by models from your army. Until the end of the battle, this model has the ability associated with that tale.<br><ul><li><span class="redfont">Tale of the Faithful (Aura)</span><b>:</b> While a friendly <span class="tooltip00929" data-tooltip-content="#tooltip_content00929" data-tooltip-anchor="#tooltip_content00929"><span class="kwb2">&lt;<span class="kwb3">O</span>RDER&gt;</span> <span class="kwb">CORE</span></span> unit is within 6" of this model, you can re-roll <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance rolls</a> and <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for that unit.</li><li><span class="redfont">Tale of the Stoic (Aura)</span><b>:</b> While a friendly <span class="kwb2">&lt;<span class="kwb3">O</span>RDER&gt;</span> <span class="kwb">CORE</span> unit is within 6" of this model, each time an attack with a Strength characteristic of 3 or less is made against that unit, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.</li><li><span class="redfont">Tale of the Warrior (Aura)</span><b>:</b> While a friendly <span class="kwb2">&lt;<span class="kwb3">O</span>RDER&gt;</span> <span class="kwb">CORE</span> unit is within 6" of this model, add 1 to the Strength characteristic of models in that unit.</li></ul>|
000003961||Anguish of the Unredeemed||Нет|AS|Each time a model in this unit is destroyed by a melee attack, if this unit has not yet been selected to fight this phase, roll one D6 before removing that model from play. On a 4+. do not remove it from play. The destroyed model can fight after the attacking model’s unit has finished making attacks. After doing so, any other rules that affect this model ‘when it is destroyed’ are triggered (if any) and then the model is removed from play.|
000003964||Faithful Advance||Нет|AS|Models in this unit do not suffer the penalty for moving and firing <a href="/wh40k9ed/the-rules/core-rules/#HEAVY">Heavy weapons</a>.|
000003965||Rites of Fire||Нет|AS|Add 4" to the Range characteristic of heavy flamers models in this unit are equipped with.|
000003966||Armorium cherub||Да|AS|Once per battle, in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after this unit has shot, one model in this unit can immediately shoot with one of its ranged weapons again. If this unit has two armorium cherubs, it can use this ability twice per battle.<br><br><i>We recommend placing one Armorium Cherub model next to the unit for each it is equipped with as a reminder, removing one each time this ability is used (an Armorium Cherub does not count as a model for any rules purposes).</i>|
000003969||Consecrated Ground (Aura)||Нет|AS|While a <span class="kwb">CHAOS</span> unit is within 6" of this <a href="/wh40k9ed/the-rules/core-rules/#Terrain-Features-1">terrain feature</a>, subtract 1 from the Leadership characteristic of models in that unit.|
000003974||Self-Repair||Нет|SoS|If this model has lost any wounds, you can roll one D6 at the start of your turn; on a 6 this model regains 1 lost wound.|
